ch_id,mc_id,pt
ch01,EAF-1,48
ch01,EAF-2,46
ch01,EAF-3,45
ch01,EAF-4,45
ch01,RF3-1,38
ch01,RF3-2,40
ch01,CC-1,42
ch01,CC-2,37
ch01,CC-3,41
ch01,CC-4,43
ch02,EAF-1,51
ch02,EAF-2,51
ch02,EAF-3,49
ch02,EAF-4,53
ch02,RF1-1,39
ch02,RF1-2,30
ch02,RF3-1,33
ch02,RF3-2,39
ch02,CC-1,35
ch02,CC-2,43
ch02,CC-3,41
ch02,CC-4,41
ch03,EAF-1,48
ch03,EAF-2,51
ch03,EAF-3,53
ch03,EAF-4,51
ch03,RF2-1,36
ch03,RF2-2,32
ch03,CC-1,42
ch03,CC-2,44
ch03,CC-3,45
ch03,CC-4,37
ch04,EAF-1,49
ch04,EAF-2,46
ch04,EAF-3,50
ch04,EAF-4,53
ch04,RF2-1,37
ch04,RF2-2,40
ch04,CC-1,43
ch04,CC-2,44
ch04,CC-3,40
ch04,CC-4,39
ch05,EAF-1,55
ch05,EAF-2,47
ch05,EAF-3,52
ch05,EAF-4,54
ch05,CC-1,42
ch05,CC-2,41
ch05,CC-3,36
ch05,CC-4,39
ch06,EAF-1,53
ch06,EAF-2,52
ch06,EAF-3,50
ch06,EAF-4,51
ch06,RF2-1,32
ch06,RF2-2,31
ch06,RF3-1,34
ch06,RF3-2,35
ch06,CC-1,40
ch06,CC-2,38
ch06,CC-3,39
ch06,CC-4,35
ch07,EAF-1,47
ch07,EAF-2,50
ch07,EAF-3,54
ch07,EAF-4,52
ch07,RF1-1,39
ch07,RF1-2,36
ch07,CC-1,37
ch07,CC-2,37
ch07,CC-3,40
ch07,CC-4,41
ch08,EAF-1,49
ch08,EAF-2,50
ch08,EAF-3,52
ch08,EAF-4,45
ch08,RF3-1,38
ch08,RF3-2,30
ch08,CC-1,40
ch08,CC-2,44
ch08,CC-3,41
ch08,CC-4,45
ch09,EAF-1,49
ch09,EAF-2,52
ch09,EAF-3,50
ch09,EAF-4,54
ch09,RF3-1,38
ch09,RF3-2,39
ch09,CC-1,38
ch09,CC-2,40
ch09,CC-3,35
ch09,CC-4,38
ch10,EAF-1,46
ch10,EAF-2,47
ch10,EAF-3,51
ch10,EAF-4,50
ch10,RF1-1,32
ch10,RF1-2,37
ch10,RF3-1,40
ch10,RF3-2,35
ch10,CC-1,44
ch10,CC-2,39
ch10,CC-3,38
ch10,CC-4,43
ch11,EAF-1,55
ch11,EAF-2,49
ch11,EAF-3,49
ch11,EAF-4,55
ch11,CC-1,42
ch11,CC-2,40
ch11,CC-3,38
ch11,CC-4,41
ch12,EAF-1,53
ch12,EAF-2,49
ch12,EAF-3,53
ch12,EAF-4,55
ch12,RF1-1,34
ch12,RF1-2,38
ch12,RF2-1,39
ch12,RF2-2,39
ch12,CC-1,36
ch12,CC-2,37
ch12,CC-3,38
ch12,CC-4,40
ch13,EAF-1,49
ch13,EAF-2,50
ch13,EAF-3,49
ch13,EAF-4,53
ch13,RF1-1,36
ch13,RF1-2,36
ch13,RF2-1,37
ch13,RF2-2,35
ch13,RF3-1,40
ch13,RF3-2,39
ch13,CC-1,41
ch13,CC-2,39
ch13,CC-3,40
ch13,CC-4,42
ch14,EAF-1,50
ch14,EAF-2,55
ch14,EAF-3,53
ch14,EAF-4,52
ch14,CC-1,42
ch14,CC-2,39
ch14,CC-3,35
ch14,CC-4,40
ch15,EAF-1,51
ch15,EAF-2,50
ch15,EAF-3,54
ch15,EAF-4,55
ch15,RF1-1,36
ch15,RF1-2,30
ch15,CC-1,38
ch15,CC-2,38
ch15,CC-3,38
ch15,CC-4,39
ch16,EAF-1,55
ch16,EAF-2,47
ch16,EAF-3,51
ch16,EAF-4,49
ch16,RF2-1,32
ch16,RF2-2,40
ch16,CC-1,42
ch16,CC-2,43
ch16,CC-3,37
ch16,CC-4,35
ch17,EAF-1,46
ch17,EAF-2,48
ch17,EAF-3,49
ch17,EAF-4,46
ch17,RF2-1,34
ch17,RF2-2,36
ch17,CC-1,45
ch17,CC-2,45
ch17,CC-3,41
ch17,CC-4,39
ch18,EAF-1,45
ch18,EAF-2,45
ch18,EAF-3,52
ch18,EAF-4,46
ch18,CC-1,38
ch18,CC-2,35
ch18,CC-3,39
ch18,CC-4,41
ch19,EAF-1,46
ch19,EAF-2,54
ch19,EAF-3,54
ch19,EAF-4,52
ch19,CC-1,35
