ch_id,mc_id,pt
ch01,EAF-1,52
ch01,EAF-2,54
ch01,EAF-3,50
ch01,EAF-4,53
ch01,RF2-1,31
ch01,RF2-2,30
ch01,CC-1,44
ch01,CC-2,42
ch01,CC-3,42
ch01,CC-4,42
ch02,EAF-1,46
ch02,EAF-2,50
ch02,EAF-3,45
ch02,EAF-4,46
ch02,RF1-1,35
ch02,RF1-2,33
ch02,CC-1,44
ch02,CC-2,38
ch02,CC-3,37
ch02,CC-4,41
ch03,EAF-1,46
ch03,EAF-2,47
ch03,EAF-3,55
ch03,EAF-4,48
ch03,CC-1,39
ch03,CC-2,41
ch03,CC-3,40
ch03,CC-4,44
ch04,EAF-1,53
ch04,EAF-2,53
ch04,EAF-3,52
ch04,EAF-4,52
ch04,CC-1,40
ch04,CC-2,37
ch04,CC-3,39
ch04,CC-4,35
ch05,EAF-1,49
ch05,EAF-2,54
ch05,EAF-3,54
ch05,EAF-4,53
ch05,RF3-1,35
ch05,RF3-2,37
ch05,CC-1,37
ch05,CC-2,43
ch05,CC-3,43
ch05,CC-4,37
ch06,EAF-1,45
ch06,EAF-2,49
ch06,EAF-3,52
ch06,EAF-4,46
ch06,RF1-1,31
ch06,RF1-2,34
ch06,RF2-1,33
ch06,RF2-2,38
ch06,CC-1,40
ch06,CC-2,36
ch06,CC-3,40
ch06,CC-4,40
ch07,EAF-1,53
ch07,EAF-2,45
ch07,EAF-3,55
ch07,EAF-4,49
ch07,CC-1,38
ch07,CC-2,45
ch07,CC-3,43
ch07,CC-4,45
ch08,EAF-1,50
ch08,EAF-2,46
ch08,EAF-3,55
ch08,EAF-4,47
ch08,CC-1,44
ch08,CC-2,41
ch08,CC-3,43
ch08,CC-4,39
ch09,EAF-1,45
ch09,EAF-2,55
ch09,EAF-3,49
ch09,EAF-4,48
ch09,CC-1,40
ch09,CC-2,43
ch09,CC-3,44
ch09,CC-4,42
ch10,EAF-1,55
ch10,EAF-2,54
ch10,EAF-3,51
ch10,EAF-4,49
ch10,CC-1,35
ch10,CC-2,35
ch10,CC-3,44
ch10,CC-4,40
ch11,EAF-1,53
ch11,EAF-2,51
ch11,EAF-3,51
ch11,EAF-4,49
ch11,RF3-1,36
ch11,RF3-2,37
ch11,CC-1,40
ch11,CC-2,35
ch11,CC-3,35
ch11,CC-4,37
ch12,EAF-1,54
ch12,EAF-2,54
ch12,EAF-3,52
ch12,EAF-4,50
ch12,RF2-1,36
ch12,RF2-2,31
ch12,CC-1,44
ch12,CC-2,35
ch12,CC-3,43
ch12,CC-4,44
ch13,EAF-1,46
ch13,EAF-2,54
ch13,EAF-3,55
ch13,EAF-4,49
ch13,CC-1,39
ch13,CC-2,45
ch13,CC-3,44
ch13,CC-4,45
ch14,EAF-1,46
ch14,EAF-2,54
ch14,EAF-3,52
ch14,EAF-4,50
ch14,RF2-1,38
ch14,RF2-2,34
ch14,CC-1,42
ch14,CC-2,43
ch14,CC-3,44
ch14,CC-4,42
ch15,EAF-1,48
ch15,EAF-2,52
ch15,EAF-3,50
ch15,EAF-4,48
ch15,RF1-1,40
ch15,RF1-2,39
ch15,CC-1,43
ch15,CC-2,40
ch15,CC-3,35
ch15,CC-4,35
ch16,EAF-1,48
ch16,EAF-2,55
ch16,EAF-3,46
ch16,EAF-4,50
ch16,CC-1,44
ch16,CC-2,45
ch16,CC-3,42
ch16,CC-4,40
ch17,EAF-1,51
ch17,EAF-2,49
ch17,EAF-3,47
ch17,EAF-4,46
ch17,RF2-1,31
ch17,RF2-2,33
ch17,RF3-1,30
ch17,RF3-2,34
ch17,CC-1,40
ch17,CC-2,40
ch17,CC-3,39
ch17,CC-4,41
ch18,EAF-1,50
ch18,EAF-2,48
ch18,EAF-3,55
ch18,EAF-4,47
ch18,RF1-1,38
ch18,RF1-2,33
ch18,CC-1,41
ch18,CC-2,39
ch18,CC-3,43
ch18,CC-4,44
ch19,EAF-1,53
ch19,EAF-2,51
ch19,EAF-3,45
ch19,EAF-4,47
ch19,RF1-1,30
ch19,RF1-2,36
ch19,RF3-1,36
ch19,RF3-2,38
ch19,CC-1,45
ch19,CC-2,40
ch19,CC-3,44
ch19,CC-4,38
ch20,EAF-1,45
ch20,EAF-2,47
ch20,EAF-3,50
ch20,EAF-4,50
ch20,RF2-1,36
ch20,RF2-2,31
ch20,RF3-1,35
ch20,RF3-2,38
ch20,CC-1,38
ch20,CC-2,41
ch20,CC-3,38
ch20,CC-4,41
ch21,EAF-1,48
ch21,EAF-2,55
ch21,EAF-3,50
ch21,EAF-4,53
ch21,RF2-1,40
ch21,RF2-2,31
ch21,CC-1,45
ch21,CC-2,39
ch21,CC-3,35
ch21,CC-4,45
ch22,EAF-1,52
ch22,EAF-2,54
ch22,EAF-3,49
ch22,EAF-4,55
ch22,RF2-1,36
ch22,RF2-2,39
ch22,RF3-1,33
ch22,RF3-2,32
ch22,CC-1,41
ch22,CC-2,37
ch22,CC-3,44
ch22,CC-4,42
ch23,EAF-1,49
ch23,EAF-2,51
ch23,EAF-3,46
ch23,EAF-4,46
ch23,CC-1,37
ch23,CC-2,41
ch23,CC-3,37
ch23,CC-4,35
ch24,EAF-1,54
ch24,EAF-2,53
ch24,EAF-3,50
ch24,EAF-4,47
ch24,CC-1,37
ch24,CC-2,36
ch24,CC-3,35
ch24,CC-4,39
ch25,EAF-1,50
ch25,EAF-2,48
ch25,EAF-3,49
ch25,EAF-4,47
ch25,CC-1,44
ch25,CC-2,38
ch25,CC-3,40
ch25,CC-4,41
ch26,EAF-1,51
ch26,EAF-2,46
ch26,EAF-3,52
ch26,EAF-4,50
ch26,CC-1,35
ch26,CC-2,35
ch26,CC-3,39
ch26,CC-4,37
ch27,EAF-1,52
ch27,EAF-2,49
ch27,EAF-3,48
ch27,EAF-4,52
ch27,RF2-1,31
ch27,RF2-2,30
ch27,CC-1,42
ch27,CC-2,36
ch27,CC-3,38
ch27,CC-4,37
ch28,EAF-1,51
ch28,EAF-2,45
ch28,EAF-3,55
ch28,EAF-4,52
ch28,CC-1,43
ch28,CC-2,42
ch28,CC-3,38
ch28,CC-4,38
ch29,EAF-1,55
ch29,EAF-2,54
ch29,EAF-3,47
ch29,EAF-4,52
ch29,RF1-1,31
ch29,RF1-2,32
ch29,CC-1,42
ch29,CC-2,44
ch29,CC-3,43
ch29,CC-4,45
ch30,EAF-1,52
ch30,EAF-2,45
ch30,EAF-3,51
ch30,EAF-4,54
ch30,CC-1,38
ch30,CC-2,45
ch30,CC-3,36
ch30,CC-4,44
