ch_id,mc_id,pt
ch01,EAF-1,53
ch01,EAF-2,50
ch01,EAF-3,51
ch01,EAF-4,48
ch01,CC-1,45
ch01,CC-2,39
ch01,CC-3,44
ch01,CC-4,43
ch02,EAF-1,48
ch02,EAF-2,55
ch02,EAF-3,52
ch02,EAF-4,45
ch02,CC-1,45
ch02,CC-2,36
ch02,CC-3,35
ch02,CC-4,35
ch03,EAF-1,54
ch03,EAF-2,54
ch03,EAF-3,54
ch03,EAF-4,47
ch03,RF2-1,35
ch03,RF2-2,37
ch03,CC-1,42
ch03,CC-2,41
ch03,CC-3,35
ch03,CC-4,39
ch04,EAF-1,47
ch04,EAF-2,48
ch04,EAF-3,49
ch04,EAF-4,53
ch04,RF3-1,36
ch04,RF3-2,37
ch04,CC-1,44
ch04,CC-2,43
ch04,CC-3,39
ch04,CC-4,42
ch05,EAF-1,49
ch05,EAF-2,54
ch05,EAF-3,51
ch05,EAF-4,49
ch05,CC-1,39
ch05,CC-2,36
ch05,CC-3,39
ch05,CC-4,40
ch06,EAF-1,48
ch06,EAF-2,48
ch06,EAF-3,49
ch06,EAF-4,52
ch06,RF1-1,37
ch06,RF1-2,34
ch06,CC-1,36
ch06,CC-2,43
ch06,CC-3,35
ch06,CC-4,45
ch07,EAF-1,51
ch07,EAF-2,55
ch07,EAF-3,50
ch07,EAF-4,53
ch07,RF1-1,30
ch07,RF1-2,30
ch07,CC-1,42
ch07,CC-2,35
ch07,CC-3,36
ch07,CC-4,38
ch08,EAF-1,46
ch08,EAF-2,53
ch08,EAF-3,54
ch08,EAF-4,52
ch08,RF3-1,34
ch08,RF3-2,31
ch08,CC-1,35
ch08,CC-2,36
ch08,CC-3,41
ch08,CC-4,42
ch09,EAF-1,53
ch09,EAF-2,52
ch09,EAF-3,46
ch09,EAF-4,50
ch09,RF1-1,39
ch09,RF1-2,40
ch09,RF3-1,34
ch09,RF3-2,35
ch09,CC-1,41
ch09,CC-2,36
ch09,CC-3,35
ch09,CC-4,38
ch10,EAF-1,52
ch10,EAF-2,53
ch10,EAF-3,54
ch10,EAF-4,45
ch10,RF3-1,33
ch10,RF3-2,31
ch10,CC-1,37
ch10,CC-2,42
ch10,CC-3,44
ch10,CC-4,39
ch11,EAF-1,54
ch11,EAF-2,49
ch11,EAF-3,49
ch11,EAF-4,50
ch11,RF1-1,31
ch11,RF1-2,33
ch11,CC-1,42
ch11,CC-2,37
ch11,CC-3,40
ch11,CC-4,36
ch12,EAF-1,45
ch12,EAF-2,55
ch12,EAF-3,45
ch12,EAF-4,49
ch12,RF2-1,32
ch12,RF2-2,40
ch12,CC-1,43
ch12,CC-2,35
ch12,CC-3,36
ch12,CC-4,36
ch13,EAF-1,55
ch13,EAF-2,53
ch13,EAF-3,53
ch13,EAF-4,47
ch13,CC-1,35
ch13,CC-2,40
ch13,CC-3,44
ch13,CC-4,39
ch14,EAF-1,54
ch14,EAF-2,50
ch14,EAF-3,50
ch14,EAF-4,55
ch14,RF2-1,34
ch14,RF2-2,30
ch14,CC-1,35
ch14,CC-2,43
ch14,CC-3,44
ch14,CC-4,39
ch15,EAF-1,47
ch15,EAF-2,52
ch15,EAF-3,52
