ch_id,mc_id,pt
ch01,EAF-1,52
ch01,EAF-2,45
ch01,EAF-3,53
ch01,EAF-4,55
ch01,CC-1,41
ch01,CC-2,38
ch01,CC-3,41
ch01,CC-4,40
ch02,EAF-1,46
ch02,EAF-2,53
ch02,EAF-3,52
ch02,EAF-4,54
ch02,CC-1,43
ch02,CC-2,40
ch02,CC-3,43
ch02,CC-4,44
ch03,EAF-1,51
ch03,EAF-2,50
ch03,EAF-3,46
ch03,EAF-4,54
ch03,RF1-1,32
ch03,RF1-2,38
ch03,CC-1,43
ch03,CC-2,44
ch03,CC-3,37
ch03,CC-4,39
ch04,EAF-1,47
ch04,EAF-2,47
ch04,EAF-3,49
ch04,EAF-4,50
ch04,RF2-1,40
ch04,RF2-2,38
ch04,CC-1,41
ch04,CC-2,35
ch04,CC-3,39
ch04,CC-4,39
ch05,EAF-1,49
ch05,EAF-2,54
ch05,EAF-3,55
ch05,EAF-4,51
ch05,RF1-1,40
ch05,RF1-2,32
ch05,CC-1,42
ch05,CC-2,42
ch05,CC-3,39
ch05,CC-4,42
ch06,EAF-1,45
ch06,EAF-2,47
ch06,EAF-3,48
ch06,EAF-4,50
ch06,RF2-1,33
ch06,RF2-2,36
ch06,RF3-1,37
ch06,RF3-2,40
ch06,CC-1,40
ch06,CC-2,41
ch06,CC-3,35
ch06,CC-4,35
ch07,EAF-1,47
ch07,EAF-2,47
ch07,EAF-3,55
ch07,EAF-4,47
ch07,RF3-1,33
ch07,RF3-2,37
ch07,CC-1,44
ch07,CC-2,42
ch07,CC-3,44
ch07,CC-4,38
ch08,EAF-1,54
ch08,EAF-2,48
ch08,EAF-3,45
ch08,EAF-4,48
ch08,RF1-1,31
ch08,RF1-2,30
ch08,RF2-1,38
ch08,RF2-2,30
ch08,CC-1,39
ch08,CC-2,45
ch08,CC-3,40
ch08,CC-4,38
ch09,EAF-1,48
ch09,EAF-2,47
ch09,EAF-3,51
ch09,EAF-4,52
ch09,RF1-1,32
ch09,RF1-2,34
ch09,CC-1,37
ch09,CC-2,39
ch09,CC-3,35
ch09,CC-4,43
ch10,EAF-1,45
ch10,EAF-2,48
ch10,EAF-3,50
ch10,EAF-4,48
ch10,RF1-1,32
ch10,RF1-2,31
ch10,CC-1,38
ch10,CC-2,38
ch10,CC-3,45
ch10,CC-4,44
ch11,EAF-1,49
