ch_id,mc_id,pt
ch01,EAF-1,45
ch01,EAF-2,54
ch01,EAF-3,54
ch01,EAF-4,50
ch01,RF2-1,30
ch01,RF2-2,38
ch01,CC-1,43
ch01,CC-2,41
ch01,CC-3,37
ch01,CC-4,38
ch02,EAF-1,45
ch02,EAF-2,47
ch02,EAF-3,48
ch02,EAF-4,54
ch02,RF2-1,38
ch02,RF2-2,34
ch02,RF3-1,39
ch02,RF3-2,39
ch02,CC-1,39
ch02,CC-2,44
ch02,CC-3,44
ch02,CC-4,40
ch03,EAF-1,55
ch03,EAF-2,46
ch03,EAF-3,45
ch03,EAF-4,54
ch03,CC-1,45
ch03,CC-2,41
ch03,CC-3,44
ch03,CC-4,44
ch04,EAF-1,55
ch04,EAF-2,53
ch04,EAF-3,51
ch04,EAF-4,47
ch04,CC-1,38
ch04,CC-2,40
ch04,CC-3,39
ch04,CC-4,45
ch05,EAF-1,54
ch05,EAF-2,49
ch05,EAF-3,45
ch05,EAF-4,45
ch05,RF2-1,33
ch05,RF2-2,33
ch05,RF3-1,36
ch05,RF3-2,33
ch05,CC-1,39
ch05,CC-2,43
ch05,CC-3,44
ch05,CC-4,39
ch06,EAF-1,52
ch06,EAF-2,54
ch06,EAF-3,47
ch06,EAF-4,46
ch06,RF1-1,30
ch06,RF1-2,37
ch06,RF3-1,37
ch06,RF3-2,32
ch06,CC-1,36
ch06,CC-2,36
ch06,CC-3,36
ch06,CC-4,43
ch07,EAF-1,45
ch07,EAF-2,47
ch07,EAF-3,47
ch07,EAF-4,54
ch07,RF1-1,39
ch07,RF1-2,40
ch07,RF3-1,38
ch07,RF3-2,33
ch07,CC-1,38
ch07,CC-2,43
ch07,CC-3,35
ch07,CC-4,40
ch08,EAF-1,52
ch08,EAF-2,46
ch08,EAF-3,47
ch08,EAF-4,55
ch08,RF1-1,39
ch08,RF1-2,40
ch08,RF2-1,38
ch08,RF2-2,31
ch08,CC-1,43
ch08,CC-2,43
ch08,CC-3,45
ch08,CC-4,38
ch09,EAF-1,46
ch09,EAF-2,54
ch09,EAF-3,52
ch09,EAF-4,51
ch09,RF2-1,32
ch09,RF2-2,39
ch09,CC-1,43
ch09,CC-2,42
ch09,CC-3,41
ch09,CC-4,38
ch10,EAF-1,54
ch10,EAF-2,46
ch10,EAF-3,46
ch10,EAF-4,55
ch10,RF1-1,35
ch10,RF1-2,33
ch10,CC-1,43
ch10,CC-2,44
ch10,CC-3,42
ch10,CC-4,43
ch11,EAF-1,55
ch11,EAF-2,47
ch11,EAF-3,50
ch11,EAF-4,47
ch11,CC-1,36
ch11,CC-2,40
ch11,CC-3,41
ch11,CC-4,41
ch12,EAF-1,46
ch12,EAF-2,52
ch12,EAF-3,49
ch12,EAF-4,50
ch12,RF1-1,39
ch12,RF1-2,34
ch12,RF2-1,38
ch12,RF2-2,32
ch12,RF3-1,33
ch12,RF3-2,35
ch12,CC-1,36
ch12,CC-2,39
ch12,CC-3,45
ch12,CC-4,37
ch13,EAF-1,49
ch13,EAF-2,52
ch13,EAF-3,54
ch13,EAF-4,51
ch13,RF1-1,32
ch13,RF1-2,31
ch13,RF3-1,35
ch13,RF3-2,36
ch13,CC-1,42
ch13,CC-2,39
ch13,CC-3,45
ch13,CC-4,40
ch14,EAF-1,50
ch14,EAF-2,49
