ch_id,mc_id,pt
ch01,EAF-1,54
ch01,EAF-2,47
ch01,EAF-3,48
ch01,EAF-4,48
ch01,CC-1,42
ch01,CC-2,35
ch01,CC-3,40
ch01,CC-4,37
ch02,EAF-1,49
ch02,EAF-2,48
ch02,EAF-3,54
ch02,EAF-4,55
ch02,RF1-1,35
ch02,RF1-2,33
ch02,CC-1,38
ch02,CC-2,42
ch02,CC-3,35
ch02,CC-4,44
ch03,EAF-1,49
ch03,EAF-2,48
ch03,EAF-3,52
ch03,EAF-4,48
ch03,CC-1,44
ch03,CC-2,35
ch03,CC-3,43
ch03,CC-4,38
ch04,EAF-1,45
ch04,EAF-2,45
ch04,EAF-3,51
ch04,EAF-4,49
ch04,RF2-1,40
ch04,RF2-2,39
ch04,CC-1,44
ch04,CC-2,41
ch04,CC-3,43
ch04,CC-4,37
ch05,EAF-1,54
ch05,EAF-2,52
ch05,EAF-3,49
ch05,EAF-4,50
ch05,CC-1,41
ch05,CC-2,40
ch05,CC-3,40
ch05,CC-4,35
ch06,EAF-1,49
ch06,EAF-2,45
ch06,EAF-3,53
ch06,EAF-4,48
ch06,RF1-1,34
ch06,RF1-2,31
ch06,RF2-1,35
ch06,RF2-2,30
ch06,CC-1,41
ch06,CC-2,37
ch06,CC-3,41
ch06,CC-4,35
ch07,EAF-1,45
ch07,EAF-2,51
ch07,EAF-3,46
ch07,EAF-4,45
ch07,RF1-1,30
ch07,RF1-2,36
ch07,RF3-1,32
ch07,RF3-2,39
ch07,CC-1,43
ch07,CC-2,36
ch07,CC-3,36
ch07,CC-4,43
ch08,EAF-1,49
ch08,EAF-2,53
ch08,EAF-3,48
ch08,EAF-4,49
ch08,RF1-1,36
ch08,RF1-2,35
ch08,RF2-1,35
ch08,RF2-2,30
ch08,RF3-1,33
ch08,RF3-2,37
ch08,CC-1,41
ch08,CC-2,38
ch08,CC-3,43
ch08,CC-4,39
ch09,EAF-1,47
ch09,EAF-2,50
ch09,EAF-3,45
ch09,EAF-4,51
ch09,CC-1,45
ch09,CC-2,38
ch09,CC-3,43
ch09,CC-4,35
ch10,EAF-1,46
ch10,EAF-2,48
ch10,EAF-3,54
ch10,EAF-4,49
ch10,RF3-1,39
ch10,RF3-2,34
ch10,CC-1,40
ch10,CC-2,42
ch10,CC-3,45
ch10,CC-4,43
ch11,EAF-1,55
ch11,EAF-2,55
ch11,EAF-3,55
ch11,EAF-4,54
ch11,RF3-1,30
ch11,RF3-2,30
ch11,CC-1,43
ch11,CC-2,45
ch11,CC-3,37
ch11,CC-4,45
ch12,EAF-1,53
ch12,EAF-2,53
ch12,EAF-3,53
ch12,EAF-4,46
ch12,RF1-1,32
ch12,RF1-2,32
ch12,RF2-1,37
ch12,RF2-2,32
ch12,RF3-1,38
ch12,RF3-2,39
ch12,CC-1,36
ch12,CC-2,40
ch12,CC-3,40
ch12,CC-4,43
ch13,EAF-1,49
ch13,EAF-2,52
ch13,EAF-3,49
ch13,EAF-4,53
ch13,CC-1,38
ch13,CC-2,37
ch13,CC-3,41
ch13,CC-4,43
ch14,EAF-1,45
ch14,EAF-2,46
ch14,EAF-3,47
ch14,EAF-4,54
ch14,CC-1,38
ch14,CC-2,45
ch14,CC-3,45
ch14,CC-4,41
ch15,EAF-1,50
ch15,EAF-2,49
ch15,EAF-3,55
ch15,EAF-4,48
ch15,CC-1,37
ch15,CC-2,35
ch15,CC-3,38
ch15,CC-4,35
ch16,EAF-1,53
ch16,EAF-2,45
ch16,EAF-3,48
ch16,EAF-4,50
ch16,RF3-1,32
ch16,RF3-2,32
ch16,CC-1,39
ch16,CC-2,42
ch16,CC-3,35
ch16,CC-4,44
ch17,EAF-1,54
ch17,EAF-2,46
ch17,EAF-3,49
ch17,EAF-4,55
ch17,RF2-1,30
ch17,RF2-2,34
ch17,CC-1,41
ch17,CC-2,35
ch17,CC-3,42
ch17,CC-4,44
ch18,EAF-1,55
ch18,EAF-2,51
ch18,EAF-3,52
ch18,EAF-4,55
ch18,RF2-1,30
ch18,RF2-2,39
ch18,RF3-1,33
ch18,RF3-2,40
ch18,CC-1,45
ch18,CC-2,40
ch18,CC-3,35
ch18,CC-4,39
ch19,EAF-1,54
ch19,EAF-2,52
ch19,EAF-3,53
ch19,EAF-4,51
ch19,RF3-1,30
ch19,RF3-2,38
ch19,CC-1,37
ch19,CC-2,42
ch19,CC-3,39
ch19,CC-4,40
ch20,EAF-1,46
ch20,EAF-2,53
ch20,EAF-3,45
ch20,EAF-4,46
ch20,RF1-1,39
ch20,RF1-2,40
ch20,CC-1,41
ch20,CC-2,38
ch20,CC-3,44
ch20,CC-4,43
ch21,EAF-1,48
ch21,EAF-2,54
ch21,EAF-3,52
ch21,EAF-4,50
ch21,RF2-1,35
ch21,RF2-2,30
ch21,CC-1,36
ch21,CC-2,38
ch21,CC-3,38
ch21,CC-4,35
ch22,EAF-1,55
ch22,EAF-2,50
ch22,EAF-3,49
ch22,EAF-4,55
ch22,RF1-1,38
ch22,RF1-2,33
ch22,CC-1,38
ch22,CC-2,39
ch22,CC-3,39
ch22,CC-4,38
ch23,EAF-1,52
ch23,EAF-2,53
ch23,EAF-3,46
ch23,EAF-4,54
ch23,CC-1,38
ch23,CC-2,41
ch23,CC-3,36
ch23,CC-4,36
ch24,EAF-1,51
ch24,EAF-2,53
ch24,EAF-3,46
ch24,EAF-4,52
ch24,RF2-1,38
ch24,RF2-2,32
ch24,RF3-1,39
ch24,RF3-2,38
ch24,CC-1,36
ch24,CC-2,43
ch24,CC-3,44
ch24,CC-4,45
ch25,EAF-1,47
ch25,EAF-2,45
ch25,EAF-3,51
ch25,EAF-4,55
ch25,CC-1,38
ch25,CC-2,36
ch25,CC-3,43
ch25,CC-4,36
ch26,EAF-1,53
ch26,EAF-2,45
ch26,EAF-3,45
ch26,EAF-4,47
ch26,RF1-1,30
ch26,RF1-2,32
ch26,RF2-1,34
ch26,RF2-2,39
ch26,CC-1,37
ch26,CC-2,42
ch26,CC-3,45
ch26,CC-4,44
ch27,EAF-1,46
ch27,EAF-2,46
ch27,EAF-3,47
ch27,EAF-4,52
ch27,CC-1,44
ch27,CC-2,40
ch27,CC-3,39
ch27,CC-4,43
ch28,EAF-1,51
ch28,EAF-2,53
ch28,EAF-3,50
ch28,EAF-4,46
ch28,RF1-1,38
ch28,RF1-2,39
ch28,RF2-1,38
ch28,RF2-2,36
ch28,CC-1,38
ch28,CC-2,45
ch28,CC-3,35
ch28,CC-4,36
ch29,EAF-1,54
ch29,EAF-2,49
ch29,EAF-3,49
ch29,EAF-4,47
ch29,RF1-1,34
ch29,RF1-2,40
ch29,RF2-1,34
ch29,RF2-2,35
ch29,CC-1,45
ch29,CC-2,35
ch29,CC-3,43
ch29,CC-4,45
ch30,EAF-1,55
ch30,EAF-2,45
ch30,EAF-3,53
ch30,EAF-4,55
ch30,RF1-1,37
ch30,RF1-2,35
ch30,RF3-1,33
ch30,RF3-2,30
ch30,CC-1,39
ch30,CC-2,40
ch30,CC-3,43
ch30,CC-4,35
ch31,EAF-1,51
ch31,EAF-2,51
ch31,EAF-3,48
ch31,EAF-4,46
ch31,RF1-1,33
ch31,RF1-2,36
ch31,RF2-1,34
ch31,RF2-2,33
ch31,RF3-1,31
ch31,RF3-2,37
ch31,CC-1,42
ch31,CC-2,41
ch31,CC-3,43
ch31,CC-4,42
ch32,EAF-1,49
ch32,EAF-2,49
ch32,EAF-3,53
ch32,EAF-4,50
ch32,RF3-1,35
ch32,RF3-2,30
ch32,CC-1,36
ch32,CC-2,37
ch32,CC-3,43
ch32,CC-4,40
ch33,EAF-1,47
ch33,EAF-2,46
ch33,EAF-3,48
ch33,EAF-4,53
ch33,CC-1,42
ch33,CC-2,37
ch33,CC-3,35
ch33,CC-4,40
ch34,EAF-1,52
ch34,EAF-2,50
ch34,EAF-3,49
ch34,EAF-4,51
ch34,RF2-1,39
ch34,RF2-2,34
ch34,RF3-1,33
ch34,RF3-2,38
ch34,CC-1,38
ch34,CC-2,45
ch34,CC-3,37
ch34,CC-4,36
ch35,EAF-1,55
ch35,EAF-2,48
ch35,EAF-3,52
ch35,EAF-4,52
ch35,RF1-1,32
ch35,RF1-2,32
ch35,RF2-1,35
ch35,RF2-2,40
ch35,CC-1,39
ch35,CC-2,37
ch35,CC-3,40
ch35,CC-4,41
