ch_id,mc_id,pt
ch01,EAF-1,52
ch01,EAF-2,54
ch01,EAF-3,54
ch01,EAF-4,45
ch01,RF1-1,30
ch01,RF1-2,30
ch01,RF2-1,38
ch01,RF2-2,31
ch01,CC-1,40
ch01,CC-2,42
ch01,CC-3,37
ch01,CC-4,42
ch02,EAF-1,53
ch02,EAF-2,46
ch02,EAF-3,54
ch02,EAF-4,48
ch02,RF1-1,38
ch02,RF1-2,39
ch02,RF2-1,31
ch02,RF2-2,30
ch02,CC-1,38
ch02,CC-2,35
ch02,CC-3,43
ch02,CC-4,42
ch03,EAF-1,49
ch03,EAF-2,53
ch03,EAF-3,54
ch03,EAF-4,52
ch03,CC-1,41
ch03,CC-2,38
ch03,CC-3,43
ch03,CC-4,36
ch04,EAF-1,47
ch04,EAF-2,52
ch04,EAF-3,46
ch04,EAF-4,47
ch04,RF3-1,34
ch04,RF3-2,36
ch04,CC-1,41
ch04,CC-2,42
ch04,CC-3,40
ch04,CC-4,37
ch05,EAF-1,51
ch05,EAF-2,46
ch05,EAF-3,50
ch05,EAF-4,54
ch05,RF1-1,37
ch05,RF1-2,33
ch05,RF2-1,34
ch05,RF2-2,31
ch05,CC-1,41
ch05,CC-2,44
ch05,CC-3,40
ch05,CC-4,44
ch06,EAF-1,45
ch06,EAF-2,47
ch06,EAF-3,45
ch06,EAF-4,53
ch06,CC-1,37
ch06,CC-2,44
ch06,CC-3,43
ch06,CC-4,43
ch07,EAF-1,53
ch07,EAF-2,54
ch07,EAF-3,52
ch07,EAF-4,47
ch07,RF1-1,31
ch07,RF1-2,34
ch07,RF2-1,32
ch07,RF2-2,37
ch07,CC-1,39
ch07,CC-2,44
ch07,CC-3,36
ch07,CC-4,43
ch08,EAF-1,47
ch08,EAF-2,55
ch08,EAF-3,50
ch08,EAF-4,50
ch08,RF3-1,36
ch08,RF3-2,35
ch08,CC-1,36
ch08,CC-2,41
ch08,CC-3,41
ch08,CC-4,45
ch09,EAF-1,47
ch09,EAF-2,49
ch09,EAF-3,50
ch09,EAF-4,49
ch09,RF2-1,34
ch09,RF2-2,36
ch09,RF3-1,35
ch09,RF3-2,35
ch09,CC-1,42
ch09,CC-2,35
ch09,CC-3,42
ch09,CC-4,42
ch10,EAF-1,53
ch10,EAF-2,48
ch10,EAF-3,52
ch10,EAF-4,54
ch10,RF2-1,38
ch10,RF2-2,36
ch10,RF3-1,38
ch10,RF3-2,31
ch10,CC-1,40
ch10,CC-2,43
ch10,CC-3,40
ch10,CC-4,45
ch11,EAF-1,52
ch11,EAF-2,48
ch11,EAF-3,55
ch11,EAF-4,46
ch11,RF1-1,39
ch11,RF1-2,37
ch11,RF2-1,37
ch11,RF2-2,30
ch11,CC-1,39
ch11,CC-2,42
ch11,CC-3,36
ch11,CC-4,40
ch12,EAF-1,45
ch12,EAF-2,49
ch12,EAF-3,49
ch12,EAF-4,45
ch12,RF2-1,31
ch12,RF2-2,34
ch12,CC-1,37
ch12,CC-2,42
ch12,CC-3,44
ch12,CC-4,39
ch13,EAF-1,55
ch13,EAF-2,50
ch13,EAF-3,55
ch13,EAF-4,49
ch13,CC-1,36
ch13,CC-2,41
ch13,CC-3,39
ch13,CC-4,41
ch14,EAF-1,52
ch14,EAF-2,45
ch14,EAF-3,51
ch14,EAF-4,53
ch14,RF1-1,34
ch14,RF1-2,34
ch14,CC-1,44
ch14,CC-2,38
ch14,CC-3,39
ch14,CC-4,41
ch15,EAF-1,45
ch15,EAF-2,51
ch15,EAF-3,49
ch15,EAF-4,48
ch15,RF1-1,32
ch15,RF1-2,38
ch15,RF3-1,31
ch15,RF3-2,38
ch15,CC-1,37
ch15,CC-2,44
ch15,CC-3,39
ch15,CC-4,40
ch16,EAF-1,46
ch16,EAF-2,55
ch16,EAF-3,55
ch16,EAF-4,52
ch16,CC-1,41
ch16,CC-2,37
ch16,CC-3,40
ch16,CC-4,43
ch17,EAF-1,45
ch17,EAF-2,52
ch17,EAF-3,54
ch17,EAF-4,54
ch17,RF1-1,37
ch17,RF1-2,35
ch17,CC-1,43
ch17,CC-2,37
ch17,CC-3,44
ch17,CC-4,45
ch18,EAF-1,55
ch18,EAF-2,49
ch18,EAF-3,53
ch18,EAF-4,52
ch18,CC-1,38
ch18,CC-2,43
ch18,CC-3,41
ch18,CC-4,36
ch19,EAF-1,52
ch19,EAF-2,46
ch19,EAF-3,48
ch19,EAF-4,45
ch19,RF3-1,37
ch19,RF3-2,33
ch19,CC-1,36
ch19,CC-2,43
ch19,CC-3,39
ch19,CC-4,44
ch20,EAF-1,47
ch20,EAF-2,45
ch20,EAF-3,47
ch20,EAF-4,48
ch20,RF1-1,34
ch20,RF1-2,35
ch20,RF2-1,39
ch20,RF2-2,37
ch20,RF3-1,37
ch20,RF3-2,38
ch20,CC-1,41
ch20,CC-2,40
ch20,CC-3,35
ch20,CC-4,39
ch21,EAF-1,47
ch21,EAF-2,45
ch21,EAF-3,51
ch21,EAF-4,47
ch21,CC-1,39
ch21,CC-2,42
ch21,CC-3,39
ch21,CC-4,45
ch22,EAF-1,51
ch22,EAF-2,47
ch22,EAF-3,53
ch22,EAF-4,52
ch22,RF1-1,39
ch22,RF1-2,31
ch22,CC-1,36
ch22,CC-2,38
ch22,CC-3,35
ch22,CC-4,40
ch23,EAF-1,46
ch23,EAF-2,51
ch23,EAF-3,55
ch23,EAF-4,54
ch23,RF3-1,40
ch23,RF3-2,38
ch23,CC-1,37
ch23,CC-2,37
ch23,CC-3,39
ch23,CC-4,38
ch24,EAF-1,47
ch24,EAF-2,50
ch24,EAF-3,48
ch24,EAF-4,47
ch24,CC-1,42
ch24,CC-2,40
ch24,CC-3,35
ch24,CC-4,45
ch25,EAF-1,55
ch25,EAF-2,50
ch25,EAF-3,53
ch25,EAF-4,49
ch25,RF3-1,36
ch25,RF3-2,37
ch25,CC-1,36
ch25,CC-2,37
ch25,CC-3,37
ch25,CC-4,38
ch26,EAF-1,45
ch26,EAF-2,54
ch26,EAF-3,46
ch26,EAF-4,53
ch26,RF2-1,32
ch26,RF2-2,40
ch26,CC-1,45
ch26,CC-2,45
ch26,CC-3,45
ch26,CC-4,40
ch27,EAF-1,52
ch27,EAF-2,48
ch27,EAF-3,45
ch27,EAF-4,53
ch27,RF3-1,36
ch27,RF3-2,37
ch27,CC-1,36
ch27,CC-2,41
ch27,CC-3,36
ch27,CC-4,45
ch28,EAF-1,46
ch28,EAF-2,52
ch28,EAF-3,49
ch28,EAF-4,50
ch28,RF1-1,37
