ch_id,mc_id,pt
ch01,EAF-1,54
ch01,EAF-2,45
ch01,EAF-3,52
ch01,EAF-4,50
ch01,RF1-1,35
ch01,RF1-2,33
ch01,RF2-1,38
ch01,RF2-2,38
ch01,CC-1,40
ch01,CC-2,41
ch01,CC-3,41
ch01,CC-4,43
ch02,EAF-1,48
ch02,EAF-2,49
ch02,EAF-3,51
ch02,EAF-4,49
ch02,RF2-1,38
ch02,RF2-2,34
ch02,CC-1,45
ch02,CC-2,36
ch02,CC-3,37
ch02,CC-4,37
ch03,EAF-1,54
ch03,EAF-2,49
ch03,EAF-3,55
ch03,EAF-4,45
ch03,RF2-1,36
ch03,RF2-2,37
ch03,RF3-1,36
ch03,RF3-2,33
ch03,CC-1,37
ch03,CC-2,45
ch03,CC-3,37
ch03,CC-4,44
ch04,EAF-1,47
ch04,EAF-2,49
ch04,EAF-3,49
ch04,EAF-4,45
ch04,RF1-1,31
ch04,RF1-2,31
ch04,RF2-1,39
ch04,RF2-2,39
ch04,CC-1,43
ch04,CC-2,40
ch04,CC-3,45
ch04,CC-4,42
ch05,EAF-1,45
ch05,EAF-2,55
ch05,EAF-3,54
ch05,EAF-4,45
ch05,RF1-1,31
ch05,RF1-2,39
ch05,CC-1,44
ch05,CC-2,35
ch05,CC-3,41
ch05,CC-4,42
ch06,EAF-1,47
ch06,EAF-2,51
ch06,EAF-3,49
ch06,EAF-4,54
ch06,CC-1,35
ch06,CC-2,44
ch06,CC-3,41
ch06,CC-4,35
ch07,EAF-1,47
ch07,EAF-2,50
ch07,EAF-3,47
ch07,EAF-4,50
ch07,RF1-1,33
ch07,RF1-2,32
ch07,RF3-1,33
ch07,RF3-2,30
ch07,CC-1,43
ch07,CC-2,38
ch07,CC-3,42
ch07,CC-4,38
ch08,EAF-1,48
ch08,EAF-2,49
ch08,EAF-3,49
ch08,EAF-4,51
ch08,CC-1,38
ch08,CC-2,38
ch08,CC-3,35
ch08,CC-4,36
ch09,EAF-1,50
ch09,EAF-2,45
ch09,EAF-3,50
ch09,EAF-4,55
ch09,RF1-1,39
ch09,RF1-2,39
ch09,RF2-1,38
ch09,RF2-2,31
ch09,CC-1,44
ch09,CC-2,44
ch09,CC-3,36
ch09,CC-4,38
ch10,EAF-1,50
ch10,EAF-2,45
ch10,EAF-3,51
ch10,EAF-4,45
ch10,RF1-1,32
ch10,RF1-2,39
ch10,RF3-1,34
ch10,RF3-2,31
ch10,CC-1,35
ch10,CC-2,41
ch10,CC-3,44
ch10,CC-4,45
ch11,EAF-1,54
ch11,EAF-2,55
ch11,EAF-3,55
ch11,EAF-4,49
ch11,RF1-1,40
ch11,RF1-2,38
ch11,CC-1,38
ch11,CC-2,36
ch11,CC-3,39
ch11,CC-4,44
ch12,EAF-1,54
ch12,EAF-2,52
ch12,EAF-3,49
ch12,EAF-4,53
ch12,RF1-1,39
ch12,RF1-2,33
ch12,RF2-1,38
ch12,RF2-2,33
ch12,CC-1,36
ch12,CC-2,44
ch12,CC-3,43
ch12,CC-4,42
ch13,EAF-1,50
ch13,EAF-2,55
ch13,EAF-3,54
ch13,EAF-4,55
ch13,RF3-1,38
ch13,RF3-2,39
ch13,CC-1,41
ch13,CC-2,40
ch13,CC-3,40
ch13,CC-4,36
ch14,EAF-1,51
ch14,EAF-2,49
