ch_id,mc_id,pt
ch1,EAF-1,54
ch1,EAF-2,49
ch1,EAF-3,53
ch1,EAF-4,51
ch1,RF2-1,39
ch1,RF2-2,39
ch1,CC-1,39
ch1,CC-2,41
ch1,CC-3,41
ch1,CC-4,38
ch2,EAF-1,50
ch2,EAF-2,46
ch2,EAF-3,55
ch2,EAF-4,47
ch2,RF1-1,39
ch2,RF1-2,30
ch2,RF2-1,38
ch2,RF2-2,39
ch2,CC-1,42
ch2,CC-2,38
ch2,CC-3,35
ch2,CC-4,40
ch3,EAF-1,53
ch3,EAF-2,48
ch3,EAF-3,52
ch3,EAF-4,52
ch3,RF2-1,30
ch3,RF2-2,32
ch3,RF3-1,37
ch3,RF3-2,33
ch3,CC-1,36
ch3,CC-2,43
ch3,CC-3,35
ch3,CC-4,39
ch4,EAF-1,45
ch4,EAF-2,51
ch4,EAF-3,52
ch4,EAF-4,47
ch4,CC-1,36
ch4,CC-2,38
ch4,CC-3,39
ch4,CC-4,44
ch5,EAF-1,54
ch5,EAF-2,47
ch5,EAF-3,49
ch5,EAF-4,47
ch5,RF3-1,31
ch5,RF3-2,38
ch5,CC-1,43
ch5,CC-2,45
ch5,CC-3,35
ch5,CC-4,39
ch6,EAF-1,46
ch6,EAF-2,53
ch6,EAF-3,51
ch6,EAF-4,48
ch6,RF2-1,35
ch6,RF2-2,37
ch6,CC-1,43
ch6,CC-2,45
ch6,CC-3,36
ch6,CC-4,39
ch7,EAF-1,47
ch7,EAF-2,52
ch7,EAF-3,55
ch7,EAF-4,54
ch7,RF2-1,35
ch7,RF2-2,35
ch7,CC-1,44
ch7,CC-2,38
ch7,CC-3,44
ch7,CC-4,45
ch8,EAF-1,49
ch8,EAF-2,52
ch8,EAF-3,55
ch8,EAF-4,50
ch8,CC-1,39
ch8,CC-2,44
ch8,CC-3,42
ch8,CC-4,40
