ch_id,mc_id,pt
ch1,EAF-1,50
ch1,EAF-2,55
ch1,EAF-3,46
ch1,EAF-4,49
ch1,RF2-1,36
ch1,RF2-2,38
ch1,RF3-1,39
ch1,RF3-2,35
ch1,CC-1,42
ch1,CC-2,42
ch1,CC-3,40
ch1,CC-4,40
ch2,EAF-1,53
ch2,EAF-2,52
ch2,EAF-3,50
ch2,EAF-4,50
ch2,RF1-1,36
ch2,RF1-2,38
ch2,CC-1,44
ch2,CC-2,43
ch2,CC-3,43
ch2,CC-4,45
ch3,EAF-1,50
ch3,EAF-2,47
ch3,EAF-3,47
ch3,EAF-4,54
ch3,RF1-1,34
ch3,RF1-2,30
ch3,RF3-1,38
ch3,RF3-2,34
ch3,CC-1,45
ch3,CC-2,37
ch3,CC-3,35
ch3,CC-4,43
ch4,EAF-1,53
ch4,EAF-2,51
ch4,EAF-3,55
ch4,EAF-4,52
ch4,RF1-1,30
ch4,RF1-2,35
ch4,RF2-1,34
ch4,RF2-2,37
ch4,CC-1,41
ch4,CC-2,45
ch4,CC-3,40
ch4,CC-4,39
ch5,EAF-1,50
ch5,EAF-2,55
ch5,EAF-3,53
ch5,EAF-4,49
ch5,CC-1,38
ch5,CC-2,41
ch5,CC-3,40
ch5,CC-4,45
ch6,EAF-1,52
ch6,EAF-2,52
ch6,EAF-3,49
ch6,EAF-4,54
ch6,RF2-1,33
ch6,RF2-2,39
ch6,RF3-1,38
ch6,RF3-2,34
ch6,CC-1,40
ch6,CC-2,39
ch6,CC-3,43
ch6,CC-4,44
ch7,EAF-1,55
ch7,EAF-2,48
ch7,EAF-3,53
ch7,EAF-4,50
ch7,RF1-1,36
ch7,RF1-2,38
ch7,RF2-1,34
ch7,RF2-2,30
ch7,CC-1,43
ch7,CC-2,37
ch7,CC-3,35
ch7,CC-4,38
ch8,EAF-1,50
ch8,EAF-2,45
ch8,EAF-3,49
ch8,EAF-4,55
ch8,RF2-1,36
ch8,RF2-2,34
ch8,RF3-1,30
ch8,RF3-2,36
ch8,CC-1,35
ch8,CC-2,45
ch8,CC-3,41
ch8,CC-4,42
ch9,EAF-1,55
ch9,EAF-2,52
ch9,EAF-3,53
ch9,EAF-4,52
ch9,RF1-1,37
ch9,RF1-2,32
ch9,RF3-1,36
ch9,RF3-2,37
ch9,CC-1,39
ch9,CC-2,37
ch9,CC-3,38
ch9,CC-4,45
ch10,EAF-1,47
ch10,EAF-2,52
ch10,EAF-3,50
ch10,EAF-4,50
ch10,RF1-1,36
ch10,RF1-2,40
ch10,RF2-1,30
ch10,RF2-2,30
ch10,CC-1,45
ch10,CC-2,36
ch10,CC-3,36
ch10,CC-4,39
