ch_id,mc_id,pt
ch1,EAF-1,51
ch1,EAF-2,53
ch1,EAF-3,47
ch1,EAF-4,52
ch1,CC-1,35
ch1,CC-2,41
ch1,CC-3,37
ch1,CC-4,37
ch2,EAF-1,54
ch2,EAF-2,50
ch2,EAF-3,47
ch2,EAF-4,49
ch2,CC-1,37
ch2,CC-2,42
ch2,CC-3,39
ch2,CC-4,37
ch3,EAF-1,52
ch3,EAF-2,51
ch3,EAF-3,45
ch3,EAF-4,48
ch3,CC-1,43
ch3,CC-2,35
ch3,CC-3,36
ch3,CC-4,45
ch4,EAF-1,45
ch4,EAF-2,48
ch4,EAF-3,48
ch4,EAF-4,51
ch4,RF1-1,31
ch4,RF1-2,35
ch4,CC-1,41
ch4,CC-2,35
ch4,CC-3,45
ch4,CC-4,35
ch5,EAF-1,52
ch5,EAF-2,47
ch5,EAF-3,50
ch5,EAF-4,45
ch5,RF1-1,39
ch5,RF1-2,40
ch5,CC-1,43
ch5,CC-2,37
ch5,CC-3,35
ch5,CC-4,36
ch6,EAF-1,54
ch6,EAF-2,46
ch6,EAF-3,45
ch6,EAF-4,54
ch6,RF1-1,35
ch6,RF1-2,35
ch6,RF3-1,31
ch6,RF3-2,37
ch6,CC-1,44
ch6,CC-2,41
ch6,CC-3,36
ch6,CC-4,44
ch7,EAF-1,52
ch7,EAF-2,45
ch7,EAF-3,54
ch7,EAF-4,49
ch7,CC-1,38
ch7,CC-2,36
ch7,CC-3,41
ch7,CC-4,38
ch8,EAF-1,48
ch8,EAF-2,47
ch8,EAF-3,54
ch8,EAF-4,53
ch8,CC-1,40
ch8,CC-2,36
ch8,CC-3,36
ch8,CC-4,42
ch9,EAF-1,46
ch9,EAF-2,54
ch9,EAF-3,49
ch9,EAF-4,45
ch9,RF2-1,36
ch9,RF2-2,32
ch9,CC-1,35
ch9,CC-2,35
ch9,CC-3,40
ch9,CC-4,38
ch10,EAF-1,55
ch10,EAF-2,54
ch10,EAF-3,48
ch10,EAF-4,51
ch10,RF1-1,31
ch10,RF1-2,33
ch10,CC-1,41
ch10,CC-2,36
ch10,CC-3,35
ch10,CC-4,38
