ch_id,mc_id,pt
ch1,EAF-1,47
ch1,EAF-2,54
ch1,EAF-3,53
ch1,EAF-4,47
ch1,CC-1,44
ch1,CC-2,41
ch1,CC-3,42
ch1,CC-4,37
ch2,EAF-1,54
ch2,EAF-2,45
ch2,EAF-3,52
ch2,EAF-4,50
ch2,RF2-1,35
ch2,RF2-2,35
ch2,CC-1,44
ch2,CC-2,36
ch2,CC-3,42
ch2,CC-4,36
ch3,EAF-1,47
ch3,EAF-2,49
ch3,EAF-3,46
ch3,EAF-4,48
ch3,RF1-1,33
ch3,RF1-2,33
ch3,CC-1,41
ch3,CC-2,41
ch3,CC-3,40
ch3,CC-4,37
ch4,EAF-1,46
ch4,EAF-2,52
ch4,EAF-3,45
ch4,EAF-4,49
ch4,RF3-1,39
ch4,RF3-2,40
ch4,CC-1,37
ch4,CC-2,41
ch4,CC-3,37
ch4,CC-4,42
ch5,EAF-1,49
ch5,EAF-2,51
ch5,EAF-3,54
ch5,EAF-4,47
ch5,CC-1,37
ch5,CC-2,39
ch5,CC-3,37
ch5,CC-4,43
ch6,EAF-1,55
ch6,EAF-2,52
ch6,EAF-3,54
ch6,EAF-4,45
ch6,RF2-1,40
ch6,RF2-2,31
ch6,RF3-1,30
ch6,RF3-2,37
ch6,CC-1,37
ch6,CC-2,39
ch6,CC-3,41
ch6,CC-4,39
ch7,EAF-1,45
ch7,EAF-2,45
ch7,EAF-3,55
ch7,EAF-4,52
ch7,RF1-1,40
ch7,RF1-2,32
ch7,RF3-1,38
ch7,RF3-2,32
ch7,CC-1,40
ch7,CC-2,41
ch7,CC-3,45
ch7,CC-4,41
