ch_id,mc_id,pt
ch1,EAF-1,46
ch1,EAF-2,50
ch1,EAF-3,50
ch1,EAF-4,53
ch1,RF2-1,38
ch1,RF2-2,32
ch1,RF3-1,40
ch1,RF3-2,34
ch1,CC-1,37
ch1,CC-2,41
ch1,CC-3,41
ch1,CC-4,39
ch2,EAF-1,53
ch2,EAF-2,55
ch2,EAF-3,46
ch2,EAF-4,54
ch2,RF2-1,31
ch2,RF2-2,39
ch2,CC-1,44
ch2,CC-2,44
ch2,CC-3,45
ch2,CC-4,41
ch3,EAF-1,49
ch3,EAF-2,51
ch3,EAF-3,45
ch3,EAF-4,53
ch3,RF2-1,38
ch3,RF2-2,36
ch3,CC-1,39
ch3,CC-2,35
ch3,CC-3,36
ch3,CC-4,39
ch4,EAF-1,52
ch4,EAF-2,55
ch4,EAF-3,54
ch4,EAF-4,46
ch4,RF3-1,34
ch4,RF3-2,38
ch4,CC-1,40
ch4,CC-2,42
ch4,CC-3,44
ch4,CC-4,36
ch5,EAF-1,54
ch5,EAF-2,54
ch5,EAF-3,49
ch5,EAF-4,50
ch5,CC-1,44
ch5,CC-2,41
ch5,CC-3,36
ch5,CC-4,38
ch6,EAF-1,52
ch6,EAF-2,46
ch6,EAF-3,51
ch6,EAF-4,53
ch6,CC-1,39
ch6,CC-2,41
ch6,CC-3,44
ch6,CC-4,37
ch7,EAF-1,51
ch7,EAF-2,55
ch7,EAF-3,55
ch7,EAF-4,50
ch7,CC-1,45
ch7,CC-2,41
ch7,CC-3,35
ch7,CC-4,44
ch8,EAF-1,54
ch8,EAF-2,47
ch8,EAF-3,49
ch8,EAF-4,48
ch8,CC-1,37
ch8,CC-2,40
ch8,CC-3,39
ch8,CC-4,38
ch9,EAF-1,53
ch9,EAF-2,50
ch9,EAF-3,45
ch9,EAF-4,46
ch9,RF2-1,34
ch9,RF2-2,38
ch9,RF3-1,34
ch9,RF3-2,31
ch9,CC-1,40
ch9,CC-2,36
ch9,CC-3,43
ch9,CC-4,35
ch10,EAF-1,46
ch10,EAF-2,49
ch10,EAF-3,54
ch10,EAF-4,54
ch10,RF1-1,34
ch10,RF1-2,32
ch10,RF2-1,36
ch10,RF2-2,39
ch10,CC-1,42
ch10,CC-2,40
ch10,CC-3,45
ch10,CC-4,35
