ch_id,mc_id,pt
ch1,EAF-1,49
ch1,EAF-2,49
ch1,EAF-3,47
ch1,EAF-4,47
ch1,RF1-1,31
ch1,RF1-2,32
ch1,RF2-1,32
ch1,RF2-2,36
ch1,CC-1,38
ch1,CC-2,41
ch1,CC-3,40
ch1,CC-4,42
ch2,EAF-1,49
ch2,EAF-2,46
ch2,EAF-3,51
ch2,EAF-4,50
ch2,RF2-1,35
ch2,RF2-2,36
ch2,CC-1,36
ch2,CC-2,43
ch2,CC-3,41
ch2,CC-4,39
ch3,EAF-1,51
ch3,EAF-2,48
ch3,EAF-3,49
ch3,EAF-4,52
ch3,CC-1,42
ch3,CC-2,37
ch3,CC-3,38
ch3,CC-4,40
ch4,EAF-1,54
ch4,EAF-2,45
ch4,EAF-3,50
ch4,EAF-4,49
ch4,CC-1,38
ch4,CC-2,41
ch4,CC-3,36
ch4,CC-4,42
ch5,EAF-1,54
ch5,EAF-2,50
ch5,EAF-3,52
ch5,EAF-4,46
ch5,RF1-1,37
ch5,RF1-2,33
ch5,CC-1,36
ch5,CC-2,45
ch5,CC-3,35
ch5,CC-4,39
ch6,EAF-1,55
ch6,EAF-2,50
ch6,EAF-3,53
ch6,EAF-4,47
ch6,RF1-1,31
ch6,RF1-2,40
ch6,CC-1,35
ch6,CC-2,35
ch6,CC-3,41
ch6,CC-4,36
ch7,EAF-1,51
ch7,EAF-2,51
ch7,EAF-3,47
ch7,EAF-4,48
ch7,RF2-1,38
ch7,RF2-2,35
ch7,CC-1,41
ch7,CC-2,44
ch7,CC-3,36
ch7,CC-4,36
ch8,EAF-1,55
ch8,EAF-2,51
ch8,EAF-3,55
ch8,EAF-4,52
ch8,CC-1,37
ch8,CC-2,36
ch8,CC-3,43
ch8,CC-4,44
ch9,EAF-1,49
ch9,EAF-2,49
ch9,EAF-3,49
ch9,EAF-4,45
ch9,RF2-1,31
ch9,RF2-2,30
ch9,CC-1,37
ch9,CC-2,38
ch9,CC-3,35
ch9,CC-4,40
