ch_id,mc_id,pt
ch1,EAF-1,48
ch1,EAF-2,47
ch1,EAF-3,49
ch1,EAF-4,50
ch1,RF1-1,37
ch1,RF1-2,35
ch1,RF3-1,36
ch1,RF3-2,34
ch1,CC-1,35
ch1,CC-2,37
ch1,CC-3,36
ch1,CC-4,37
ch2,EAF-1,53
ch2,EAF-2,51
ch2,EAF-3,53
ch2,EAF-4,45
ch2,RF2-1,30
ch2,RF2-2,33
ch2,CC-1,39
ch2,CC-2,40
ch2,CC-3,39
ch2,CC-4,39
ch3,EAF-1,53
ch3,EAF-2,54
ch3,EAF-3,54
ch3,EAF-4,54
ch3,RF2-1,35
ch3,RF2-2,31
ch3,CC-1,36
ch3,CC-2,39
ch3,CC-3,45
ch3,CC-4,42
ch4,EAF-1,50
ch4,EAF-2,54
ch4,EAF-3,52
ch4,EAF-4,55
ch4,CC-1,41
ch4,CC-2,41
ch4,CC-3,43
ch4,CC-4,35
ch5,EAF-1,51
ch5,EAF-2,48
ch5,EAF-3,49
ch5,EAF-4,49
ch5,CC-1,45
ch5,CC-2,35
ch5,CC-3,39
ch5,CC-4,38
ch6,EAF-1,46
ch6,EAF-2,50
ch6,EAF-3,46
ch6,EAF-4,45
ch6,RF1-1,38
ch6,RF1-2,35
ch6,RF2-1,39
ch6,RF2-2,40
ch6,CC-1,43
ch6,CC-2,36
ch6,CC-3,41
ch6,CC-4,38
ch7,EAF-1,50
ch7,EAF-2,51
ch7,EAF-3,50
ch7,EAF-4,52
ch7,RF1-1,39
ch7,RF1-2,40
ch7,CC-1,35
ch7,CC-2,35
ch7,CC-3,43
ch7,CC-4,41
ch8,EAF-1,52
ch8,EAF-2,55
ch8,EAF-3,50
ch8,EAF-4,53
ch8,RF1-1,40
ch8,RF1-2,40
ch8,RF3-1,40
ch8,RF3-2,40
ch8,CC-1,44
ch8,CC-2,39
ch8,CC-3,39
ch8,CC-4,38
