ch_id,mc_id,pt
ch1,EAF-1,50
ch1,EAF-2,47
ch1,EAF-3,54
ch1,EAF-4,46
ch1,RF1-1,37
ch1,RF1-2,32
ch1,CC-1,45
ch1,CC-2,40
ch1,CC-3,45
ch1,CC-4,45
ch2,EAF-1,53
ch2,EAF-2,47
ch2,EAF-3,46
ch2,EAF-4,48
ch2,RF3-1,32
ch2,RF3-2,33
ch2,CC-1,35
ch2,CC-2,35
ch2,CC-3,40
ch2,CC-4,44
ch3,EAF-1,48
ch3,EAF-2,46
ch3,EAF-3,46
ch3,EAF-4,47
ch3,RF2-1,37
ch3,RF2-2,31
ch3,RF3-1,38
ch3,RF3-2,34
ch3,CC-1,45
ch3,CC-2,37
ch3,CC-3,39
ch3,CC-4,43
ch4,EAF-1,45
ch4,EAF-2,52
ch4,EAF-3,54
ch4,EAF-4,48
ch4,RF1-1,40
ch4,RF1-2,30
ch4,CC-1,37
ch4,CC-2,41
ch4,CC-3,35
ch4,CC-4,36
ch5,EAF-1,45
ch5,EAF-2,49
ch5,EAF-3,53
ch5,EAF-4,53
ch5,CC-1,35
ch5,CC-2,40
ch5,CC-3,43
ch5,CC-4,43
ch6,EAF-1,49
ch6,EAF-2,49
ch6,EAF-3,52
ch6,EAF-4,54
ch6,RF1-1,37
ch6,RF1-2,31
ch6,CC-1,36
ch6,CC-2,41
ch6,CC-3,37
ch6,CC-4,43
ch7,EAF-1,45
ch7,EAF-2,48
ch7,EAF-3,47
ch7,EAF-4,47
ch7,RF1-1,38
ch7,RF1-2,31
ch7,CC-1,39
ch7,CC-2,39
ch7,CC-3,45
ch7,CC-4,41
