ch_id,mc_id,pt
ch1,EAF-1,47
ch1,EAF-2,47
ch1,EAF-3,46
ch1,EAF-4,55
ch1,CC-1,36
ch1,CC-2,45
ch1,CC-3,42
ch1,CC-4,43
ch2,EAF-1,45
ch2,EAF-2,52
ch2,EAF-3,51
ch2,EAF-4,55
ch2,RF1-1,33
ch2,RF1-2,38
ch2,CC-1,41
ch2,CC-2,44
ch2,CC-3,44
ch2,CC-4,43
ch3,EAF-1,49
ch3,EAF-2,51
ch3,EAF-3,55
ch3,EAF-4,47
ch3,RF3-1,32
ch3,RF3-2,38
ch3,CC-1,42
ch3,CC-2,36
ch3,CC-3,41
ch3,CC-4,37
ch4,EAF-1,45
ch4,EAF-2,45
ch4,EAF-3,48
ch4,EAF-4,54
ch4,RF3-1,31
ch4,RF3-2,37
ch4,CC-1,44
ch4,CC-2,36
ch4,CC-3,44
ch4,CC-4,40
ch5,EAF-1,53
ch5,EAF-2,54
ch5,EAF-3,46
ch5,EAF-4,48
ch5,RF1-1,35
ch5,RF1-2,35
ch5,CC-1,41
ch5,CC-2,41
ch5,CC-3,35
ch5,CC-4,39
ch6,EAF-1,48
ch6,EAF-2,55
ch6,EAF-3,45
ch6,EAF-4,47
ch6,RF2-1,31
ch6,RF2-2,37
ch6,CC-1,42
ch6,CC-2,41
ch6,CC-3,38
ch6,CC-4,42
ch7,EAF-1,55
ch7,EAF-2,45
ch7,EAF-3,48
ch7,EAF-4,45
ch7,RF3-1,39
ch7,RF3-2,31
ch7,CC-1,36
ch7,CC-2,45
ch7,CC-3,41
ch7,CC-4,42
ch8,EAF-1,51
ch8,EAF-2,48
ch8,EAF-3,55
ch8,EAF-4,47
ch8,CC-1,45
ch8,CC-2,38
ch8,CC-3,38
ch8,CC-4,39
ch9,EAF-1,48
ch9,EAF-2,45
ch9,EAF-3,49
ch9,EAF-4,47
ch9,CC-1,38
ch9,CC-2,44
ch9,CC-3,41
ch9,CC-4,43
