ch_id,mc_id,pt
ch1,EAF-1,52
ch1,EAF-2,45
ch1,EAF-3,52
ch1,EAF-4,49
ch1,RF2-1,33
ch1,RF2-2,40
ch1,CC-1,39
ch1,CC-2,44
ch1,CC-3,39
ch1,CC-4,43
ch2,EAF-1,45
ch2,EAF-2,45
ch2,EAF-3,55
ch2,EAF-4,50
ch2,RF1-1,39
ch2,RF1-2,34
ch2,RF2-1,36
ch2,RF2-2,30
ch2,CC-1,45
ch2,CC-2,42
ch2,CC-3,43
ch2,CC-4,36
ch3,EAF-1,45
ch3,EAF-2,53
ch3,EAF-3,55
ch3,EAF-4,48
ch3,RF1-1,37
ch3,RF1-2,31
ch3,CC-1,41
ch3,CC-2,37
ch3,CC-3,37
ch3,CC-4,39
ch4,EAF-1,55
ch4,EAF-2,45
ch4,EAF-3,47
ch4,EAF-4,48
ch4,RF2-1,33
ch4,RF2-2,34
ch4,RF3-1,37
ch4,RF3-2,33
ch4,CC-1,38
ch4,CC-2,45
ch4,CC-3,37
ch4,CC-4,35
ch5,EAF-1,49
ch5,EAF-2,47
ch5,EAF-3,51
ch5,EAF-4,55
ch5,RF2-1,36
ch5,RF2-2,30
ch5,RF3-1,38
ch5,RF3-2,30
ch5,CC-1,38
ch5,CC-2,36
ch5,CC-3,40
ch5,CC-4,41
ch6,EAF-1,47
ch6,EAF-2,55
ch6,EAF-3,54
ch6,EAF-4,49
ch6,RF1-1,32
ch6,RF1-2,36
ch6,RF2-1,34
ch6,RF2-2,38
ch6,RF3-1,40
ch6,RF3-2,40
ch6,CC-1,45
ch6,CC-2,42
ch6,CC-3,45
ch6,CC-4,40
ch7,EAF-1,55
ch7,EAF-2,52
ch7,EAF-3,46
ch7,EAF-4,55
ch7,RF1-1,38
ch7,RF1-2,39
ch7,CC-1,44
ch7,CC-2,45
ch7,CC-3,44
ch7,CC-4,39
