ch_id,mc_id,pt
ch01,EAF-1,46
ch01,EAF-2,46
ch01,EAF-3,47
ch01,EAF-4,51
ch01,RF3-1,31
ch01,RF3-2,31
ch01,CC-1,42
ch01,CC-2,37
ch01,CC-3,41
ch01,CC-4,39
ch02,EAF-1,53
ch02,EAF-2,47
ch02,EAF-3,45
ch02,EAF-4,45
ch02,CC-1,36
ch02,CC-2,41
ch02,CC-3,43
ch02,CC-4,39
ch03,EAF-1,47
ch03,EAF-2,48
ch03,EAF-3,55
ch03,EAF-4,49
ch03,CC-1,44
ch03,CC-2,39
ch03,CC-3,35
ch03,CC-4,39
ch04,EAF-1,53
ch04,EAF-2,46
ch04,EAF-3,52
ch04,EAF-4,53
ch04,RF1-1,36
ch04,RF1-2,32
ch04,CC-1,35
ch04,CC-2,43
ch04,CC-3,45
ch04,CC-4,45
ch05,EAF-1,46
ch05,EAF-2,51
ch05,EAF-3,48
ch05,EAF-4,51
ch05,RF1-1,31
ch05,RF1-2,40
ch05,RF3-1,37
ch05,RF3-2,39
ch05,CC-1,44
ch05,CC-2,36
ch05,CC-3,37
ch05,CC-4,43
ch06,EAF-1,52
ch06,EAF-2,52
ch06,EAF-3,49
ch06,EAF-4,51
ch06,RF1-1,40
ch06,RF1-2,36
ch06,CC-1,35
ch06,CC-2,37
ch06,CC-3,44
ch06,CC-4,43
ch07,EAF-1,55
ch07,EAF-2,49
ch07,EAF-3,52
ch07,EAF-4,52
ch07,RF2-1,32
ch07,RF2-2,39
ch07,RF3-1,31
ch07,RF3-2,39
ch07,CC-1,42
ch07,CC-2,42
ch07,CC-3,36
ch07,CC-4,45
ch08,EAF-1,47
ch08,EAF-2,48
ch08,EAF-3,50
ch08,EAF-4,45
ch08,RF1-1,33
ch08,RF1-2,40
ch08,CC-1,35
ch08,CC-2,37
ch08,CC-3,35
ch08,CC-4,44
ch09,EAF-1,50
ch09,EAF-2,46
ch09,EAF-3,46
ch09,EAF-4,54
ch09,RF1-1,35
ch09,RF1-2,35
ch09,RF3-1,37
ch09,RF3-2,35
ch09,CC-1,38
ch09,CC-2,40
ch09,CC-3,42
ch09,CC-4,38
ch10,EAF-1,49
ch10,EAF-2,49
ch10,EAF-3,51
ch10,EAF-4,52
ch10,RF1-1,38
ch10,RF1-2,39
ch10,CC-1,43
ch10,CC-2,43
ch10,CC-3,35
ch10,CC-4,45
ch11,EAF-1,52
ch11,EAF-2,46
ch11,EAF-3,51
ch11,EAF-4,50
ch11,RF1-1,33
ch11,RF1-2,40
ch11,CC-1,43
ch11,CC-2,43
ch11,CC-3,37
ch11,CC-4,38
