ch_id,mc_id,pt
ch1,EAF-1,47
ch1,EAF-2,48
ch1,EAF-3,45
ch1,EAF-4,55
ch1,RF1-1,31
ch1,RF1-2,40
ch1,RF3-1,35
ch1,RF3-2,33
ch1,CC-1,40
ch1,CC-2,45
ch1,CC-3,40
ch1,CC-4,35
ch2,EAF-1,47
ch2,EAF-2,51
ch2,EAF-3,45
ch2,EAF-4,45
ch2,CC-1,38
ch2,CC-2,39
ch2,CC-3,40
ch2,CC-4,45
ch3,EAF-1,46
ch3,EAF-2,49
ch3,EAF-3,47
ch3,EAF-4,52
ch3,RF1-1,31
ch3,RF1-2,38
ch3,RF2-1,33
ch3,RF2-2,36
ch3,RF3-1,36
ch3,RF3-2,30
ch3,CC-1,35
ch3,CC-2,36
ch3,CC-3,40
ch3,CC-4,36
ch4,EAF-1,50
ch4,EAF-2,54
ch4,EAF-3,48
ch4,EAF-4,50
ch4,RF1-1,31
ch4,RF1-2,31
ch4,RF2-1,36
ch4,RF2-2,33
ch4,CC-1,36
ch4,CC-2,40
ch4,CC-3,35
ch4,CC-4,36
ch5,EAF-1,52
ch5,EAF-2,51
ch5,EAF-3,53
ch5,EAF-4,55
ch5,CC-1,37
ch5,CC-2,42
ch5,CC-3,45
ch5,CC-4,42
ch6,EAF-1,46
ch6,EAF-2,53
ch6,EAF-3,46
ch6,EAF-4,50
ch6,RF1-1,38
ch6,RF1-2,36
ch6,CC-1,37
ch6,CC-2,41
ch6,CC-3,39
ch6,CC-4,38
ch7,EAF-1,50
ch7,EAF-2,47
ch7,EAF-3,50
ch7,EAF-4,51
ch7,RF1-1,33
ch7,RF1-2,33
ch7,RF2-1,38
ch7,RF2-2,36
ch7,RF3-1,39
ch7,RF3-2,30
ch7,CC-1,41
ch7,CC-2,40
ch7,CC-3,44
ch7,CC-4,43
ch8,EAF-1,47
ch8,EAF-2,55
ch8,EAF-3,47
ch8,EAF-4,55
ch8,RF2-1,37
ch8,RF2-2,36
ch8,RF3-1,35
ch8,RF3-2,32
ch8,CC-1,36
ch8,CC-2,36
ch8,CC-3,44
ch8,CC-4,42
ch9,EAF-1,52
ch9,EAF-2,48
ch9,EAF-3,55
ch9,EAF-4,50
ch9,CC-1,43
ch9,CC-2,37
ch9,CC-3,40
ch9,CC-4,39
ch10,EAF-1,45
ch10,EAF-2,50
ch10,EAF-3,48
ch10,EAF-4,49
ch10,CC-1,42
ch10,CC-2,38
ch10,CC-3,38
ch10,CC-4,45
