ch_id,mc_id,pt
ch01,EAF-1,47
ch01,EAF-2,48
ch01,EAF-3,55
ch01,EAF-4,46
ch01,RF2-1,34
ch01,RF2-2,38
ch01,RF3-1,36
ch01,RF3-2,30
ch01,CC-1,37
ch01,CC-2,39
ch01,CC-3,40
ch01,CC-4,38
ch02,EAF-1,49
ch02,EAF-2,50
ch02,EAF-3,48
ch02,EAF-4,49
ch02,RF3-1,36
ch02,RF3-2,33
ch02,CC-1,38
ch02,CC-2,43
ch02,CC-3,40
ch02,CC-4,40
ch03,EAF-1,49
ch03,EAF-2,45
ch03,EAF-3,49
ch03,EAF-4,55
ch03,RF2-1,36
ch03,RF2-2,31
ch03,CC-1,40
ch03,CC-2,35
ch03,CC-3,44
ch03,CC-4,35
ch04,EAF-1,49
ch04,EAF-2,46
ch04,EAF-3,46
ch04,EAF-4,47
ch04,RF2-1,39
ch04,RF2-2,36
ch04,CC-1,42
ch04,CC-2,44
ch04,CC-3,44
ch04,CC-4,45
ch05,EAF-1,48
ch05,EAF-2,46
ch05,EAF-3,48
ch05,EAF-4,54
ch05,RF1-1,39
ch05,RF1-2,30
ch05,CC-1,43
ch05,CC-2,36
ch05,CC-3,45
ch05,CC-4,42
ch06,EAF-1,54
ch06,EAF-2,46
ch06,EAF-3,45
ch06,EAF-4,55
ch06,RF2-1,38
ch06,RF2-2,32
ch06,CC-1,38
ch06,CC-2,38
ch06,CC-3,36
ch06,CC-4,43
ch07,EAF-1,50
ch07,EAF-2,52
ch07,EAF-3,48
ch07,EAF-4,48
ch07,RF2-1,32
ch07,RF2-2,35
ch07,CC-1,40
ch07,CC-2,40
ch07,CC-3,41
ch07,CC-4,38
ch08,EAF-1,48
ch08,EAF-2,54
ch08,EAF-3,46
ch08,EAF-4,48
ch08,CC-1,45
ch08,CC-2,36
ch08,CC-3,35
ch08,CC-4,37
ch09,EAF-1,46
ch09,EAF-2,45
ch09,EAF-3,45
ch09,EAF-4,49
ch09,RF2-1,36
ch09,RF2-2,37
ch09,RF3-1,36
ch09,RF3-2,38
ch09,CC-1,41
ch09,CC-2,38
ch09,CC-3,42
ch09,CC-4,41
ch10,EAF-1,46
ch10,EAF-2,46
ch10,EAF-3,45
ch10,EAF-4,52
ch10,RF1-1,30
ch10,RF1-2,33
ch10,CC-1,45
ch10,CC-2,39
ch10,CC-3,39
ch10,CC-4,37
ch11,EAF-1,50
ch11,EAF-2,54
ch11,EAF-3,52
ch11,EAF-4,51
ch11,CC-1,35
ch11,CC-2,39
ch11,CC-3,36
ch11,CC-4,37
ch12,EAF-1,50
ch12,EAF-2,50
ch12,EAF-3,46
ch12,EAF-4,51
ch12,RF2-1,34
ch12,RF2-2,30
ch12,RF3-1,33
ch12,RF3-2,33
ch12,CC-1,42
ch12,CC-2,37
ch12,CC-3,39
ch12,CC-4,36
ch13,EAF-1,55
ch13,EAF-2,48
ch13,EAF-3,47
ch13,EAF-4,49
ch13,RF1-1,33
ch13,RF1-2,34
ch13,RF2-1,33
ch13,RF2-2,38
ch13,CC-1,45
ch13,CC-2,45
ch13,CC-3,36
ch13,CC-4,36
ch14,EAF-1,55
ch14,EAF-2,48
ch14,EAF-3,48
ch14,EAF-4,46
ch14,CC-1,42
ch14,CC-2,43
ch14,CC-3,43
ch14,CC-4,37
ch15,EAF-1,46
ch15,EAF-2,51
ch15,EAF-3,46
ch15,EAF-4,45
ch15,RF1-1,38
ch15,RF1-2,39
ch15,CC-1,43
ch15,CC-2,39
ch15,CC-3,39
ch15,CC-4,38
ch16,EAF-1,53
ch16,EAF-2,48
ch16,EAF-3,52
ch16,EAF-4,52
ch16,CC-1,42
ch16,CC-2,43
ch16,CC-3,36
ch16,CC-4,39
