ch_id,mc_id,pt
ch01,EAF-1,53
ch01,EAF-2,53
ch01,EAF-3,55
ch01,EAF-4,50
ch01,RF1-1,35
ch01,RF1-2,31
ch01,CC-1,42
ch01,CC-2,35
ch01,CC-3,35
ch01,CC-4,42
ch02,EAF-1,48
ch02,EAF-2,45
ch02,EAF-3,46
ch02,EAF-4,51
ch02,CC-1,45
ch02,CC-2,41
ch02,CC-3,35
ch02,CC-4,37
ch03,EAF-1,50
ch03,EAF-2,45
ch03,EAF-3,52
ch03,EAF-4,48
ch03,CC-1,40
ch03,CC-2,43
ch03,CC-3,42
ch03,CC-4,35
ch04,EAF-1,54
ch04,EAF-2,54
ch04,EAF-3,45
ch04,EAF-4,54
ch04,RF3-1,30
ch04,RF3-2,35
ch04,CC-1,42
ch04,CC-2,37
ch04,CC-3,42
ch04,CC-4,38
ch05,EAF-1,53
ch05,EAF-2,50
ch05,EAF-3,51
ch05,EAF-4,53
ch05,RF1-1,30
ch05,RF1-2,35
ch05,RF2-1,38
ch05,RF2-2,33
ch05,RF3-1,35
ch05,RF3-2,38
ch05,CC-1,36
ch05,CC-2,36
ch05,CC-3,44
ch05,CC-4,45
ch06,EAF-1,49
ch06,EAF-2,47
ch06,EAF-3,46
ch06,EAF-4,45
ch06,RF1-1,35
ch06,RF1-2,36
ch06,RF3-1,34
ch06,RF3-2,40
ch06,CC-1,44
ch06,CC-2,37
ch06,CC-3,39
ch06,CC-4,43
ch07,EAF-1,53
ch07,EAF-2,52
ch07,EAF-3,55
ch07,EAF-4,51
ch07,RF3-1,35
ch07,RF3-2,34
ch07,CC-1,44
ch07,CC-2,40
ch07,CC-3,39
ch07,CC-4,41
ch08,EAF-1,54
ch08,EAF-2,46
ch08,EAF-3,45
ch08,EAF-4,48
ch08,RF1-1,32
ch08,RF1-2,34
ch08,RF2-1,34
ch08,RF2-2,36
ch08,CC-1,40
ch08,CC-2,43
ch08,CC-3,42
ch08,CC-4,39
ch09,EAF-1,47
ch09,EAF-2,52
ch09,EAF-3,46
ch09,EAF-4,54
ch09,RF3-1,37
ch09,RF3-2,37
ch09,CC-1,44
ch09,CC-2,40
ch09,CC-3,42
ch09,CC-4,45
ch10,EAF-1,55
ch10,EAF-2,52
ch10,EAF-3,46
ch10,EAF-4,51
ch10,RF2-1,39
ch10,RF2-2,32
ch10,RF3-1,34
ch10,RF3-2,36
ch10,CC-1,36
ch10,CC-2,38
ch10,CC-3,36
ch10,CC-4,40
ch11,EAF-1,46
ch11,EAF-2,54
ch11,EAF-3,53
ch11,EAF-4,50
ch11,CC-1,35
ch11,CC-2,44
ch11,CC-3,43
ch11,CC-4,40
ch12,EAF-1,48
ch12,EAF-2,52
ch12,EAF-3,46
ch12,EAF-4,55
ch12,CC-1,35
ch12,CC-2,44
ch12,CC-3,40
ch12,CC-4,45
ch13,EAF-1,55
ch13,EAF-2,45
ch13,EAF-3,47
ch13,EAF-4,54
ch13,RF2-1,36
ch13,RF2-2,30
ch13,CC-1,36
ch13,CC-2,43
ch13,CC-3,40
ch13,CC-4,38
ch14,EAF-1,45
ch14,EAF-2,45
ch14,EAF-3,49
ch14,EAF-4,51
ch14,CC-1,38
ch14,CC-2,35
ch14,CC-3,35
ch14,CC-4,44
ch15,EAF-1,45
ch15,EAF-2,50
ch15,EAF-3,52
ch15,EAF-4,54
ch15,RF1-1,40
ch15,RF1-2,37
ch15,RF3-1,38
ch15,RF3-2,40
ch15,CC-1,39
ch15,CC-2,44
ch15,CC-3,43
ch15,CC-4,41
ch16,EAF-1,55
ch16,EAF-2,53
ch16,EAF-3,47
ch16,EAF-4,46
ch16,CC-1,39
ch16,CC-2,45
ch16,CC-3,41
ch16,CC-4,39
ch17,EAF-1,46
ch17,EAF-2,45
ch17,EAF-3,50
ch17,EAF-4,47
ch17,CC-1,38
ch17,CC-2,38
ch17,CC-3,41
ch17,CC-4,45
ch18,EAF-1,55
ch18,EAF-2,46
ch18,EAF-3,54
ch18,EAF-4,46
ch18,RF1-1,38
ch18,RF1-2,39
ch18,RF2-1,34
ch18,RF2-2,34
ch18,CC-1,39
ch18,CC-2,35
ch18,CC-3,39
ch18,CC-4,44
