ch_id,mc_id,pt
ch01,EAF-1,50
ch01,EAF-2,54
ch01,EAF-3,45
ch01,EAF-4,48
ch01,RF1-1,30
ch01,RF1-2,35
ch01,CC-1,41
ch01,CC-2,42
ch01,CC-3,44
ch01,CC-4,35
ch02,EAF-1,54
ch02,EAF-2,54
ch02,EAF-3,53
ch02,EAF-4,54
ch02,CC-1,35
ch02,CC-2,43
ch02,CC-3,45
ch02,CC-4,40
ch03,EAF-1,49
ch03,EAF-2,54
ch03,EAF-3,50
ch03,EAF-4,54
ch03,RF1-1,31
ch03,RF1-2,39
ch03,CC-1,37
ch03,CC-2,41
ch03,CC-3,39
ch03,CC-4,36
ch04,EAF-1,50
ch04,EAF-2,54
ch04,EAF-3,48
ch04,EAF-4,45
ch04,CC-1,38
ch04,CC-2,37
ch04,CC-3,35
ch04,CC-4,35
ch05,EAF-1,46
ch05,EAF-2,53
ch05,EAF-3,51
ch05,EAF-4,50
ch05,CC-1,38
ch05,CC-2,45
ch05,CC-3,42
ch05,CC-4,44
ch06,EAF-1,53
ch06,EAF-2,54
ch06,EAF-3,55
ch06,EAF-4,50
ch06,RF3-1,32
ch06,RF3-2,33
ch06,CC-1,37
ch06,CC-2,44
ch06,CC-3,45
ch06,CC-4,43
ch07,EAF-1,47
ch07,EAF-2,50
ch07,EAF-3,54
ch07,EAF-4,49
ch07,RF1-1,34
ch07,RF1-2,32
ch07,RF3-1,33
ch07,RF3-2,40
ch07,CC-1,41
ch07,CC-2,40
ch07,CC-3,44
ch07,CC-4,41
ch08,EAF-1,49
ch08,EAF-2,47
ch08,EAF-3,49
ch08,EAF-4,49
ch08,RF1-1,35
ch08,RF1-2,30
ch08,RF2-1,30
ch08,RF2-2,40
ch08,RF3-1,30
ch08,RF3-2,30
ch08,CC-1,35
ch08,CC-2,36
ch08,CC-3,38
ch08,CC-4,45
ch09,EAF-1,55
ch09,EAF-2,51
ch09,EAF-3,54
ch09,EAF-4,45
ch09,RF2-1,40
ch09,RF2-2,30
ch09,CC-1,35
ch09,CC-2,42
ch09,CC-3,35
ch09,CC-4,45
ch10,EAF-1,53
ch10,EAF-2,45
ch10,EAF-3,48
ch10,EAF-4,55
ch10,RF1-1,33
ch10,RF1-2,32
ch10,RF3-1,33
ch10,RF3-2,38
ch10,CC-1,36
ch10,CC-2,44
ch10,CC-3,45
ch10,CC-4,42
ch11,EAF-1,53
ch11,EAF-2,53
ch11,EAF-3,54
ch11,EAF-4,51
ch11,RF1-1,30
ch11,RF1-2,30
ch11,RF2-1,39
ch11,RF2-2,30
ch11,RF3-1,36
ch11,RF3-2,32
ch11,CC-1,36
ch11,CC-2,37
ch11,CC-3,44
ch11,CC-4,45
ch12,EAF-1,46
ch12,EAF-2,51
ch12,EAF-3,55
ch12,EAF-4,46
ch12,CC-1,41
ch12,CC-2,39
ch12,CC-3,43
ch12,CC-4,40
ch13,EAF-1,52
ch13,EAF-2,52
ch13,EAF-3,49
ch13,EAF-4,55
ch13,RF1-1,39
ch13,RF1-2,34
ch13,RF3-1,33
ch13,RF3-2,40
ch13,CC-1,41
ch13,CC-2,44
ch13,CC-3,41
ch13,CC-4,44
ch14,EAF-1,53
ch14,EAF-2,46
ch14,EAF-3,55
ch14,EAF-4,49
ch14,RF1-1,33
ch14,RF1-2,40
ch14,CC-1,40
ch14,CC-2,39
ch14,CC-3,42
ch14,CC-4,36
ch15,EAF-1,53
ch15,EAF-2,49
ch15,EAF-3,45
ch15,EAF-4,48
ch15,RF1-1,34
ch15,RF1-2,31
ch15,RF2-1,38
ch15,RF2-2,32
ch15,RF3-1,30
ch15,RF3-2,34
ch15,CC-1,44
ch15,CC-2,36
ch15,CC-3,39
ch15,CC-4,35
ch16,EAF-1,55
ch16,EAF-2,53
ch16,EAF-3,47
ch16,EAF-4,54
ch16,RF1-1,39
ch16,RF1-2,33
ch16,RF2-1,38
ch16,RF2-2,39
ch16,RF3-1,40
ch16,RF3-2,37
ch16,CC-1,35
ch16,CC-2,45
ch16,CC-3,36
ch16,CC-4,38
ch17,EAF-1,49
ch17,EAF-2,47
ch17,EAF-3,50
ch17,EAF-4,47
ch17,RF3-1,40
ch17,RF3-2,38
ch17,CC-1,41
ch17,CC-2,39
ch17,CC-3,38
ch17,CC-4,38
ch18,EAF-1,48
ch18,EAF-2,50
ch18,EAF-3,55
ch18,EAF-4,46
ch18,CC-1,40
ch18,CC-2,42
ch18,CC-3,43
ch18,CC-4,42
ch19,EAF-1,51
ch19,EAF-2,49
ch19,EAF-3,46
ch19,EAF-4,54
ch19,RF1-1,37
ch19,RF1-2,38
ch19,CC-1,42
ch19,CC-2,43
ch19,CC-3,44
ch19,CC-4,35
ch20,EAF-1,48
ch20,EAF-2,53
ch20,EAF-3,45
ch20,EAF-4,48
ch20,CC-1,36
ch20,CC-2,40
ch20,CC-3,41
ch20,CC-4,43
ch21,EAF-1,45
ch21,EAF-2,50
ch21,EAF-3,46
ch21,EAF-4,53
ch21,CC-1,45
ch21,CC-2,40
ch21,CC-3,45
ch21,CC-4,44
