ch_id,mc_id,pt
ch01,EAF-1,50
ch01,EAF-2,50
ch01,EAF-3,45
ch01,EAF-4,47
ch01,RF1-1,40
ch01,RF1-2,33
ch01,CC-1,38
ch01,CC-2,39
ch01,CC-3,41
ch01,CC-4,36
ch02,EAF-1,46
ch02,EAF-2,47
ch02,EAF-3,52
ch02,EAF-4,55
ch02,CC-1,41
ch02,CC-2,41
ch02,CC-3,41
ch02,CC-4,38
ch03,EAF-1,48
ch03,EAF-2,54
ch03,EAF-3,45
ch03,EAF-4,49
ch03,CC-1,37
ch03,CC-2,39
ch03,CC-3,39
ch03,CC-4,42
ch04,EAF-1,47
ch04,EAF-2,54
ch04,EAF-3,55
ch04,EAF-4,52
ch04,RF3-1,34
ch04,RF3-2,40
ch04,CC-1,43
ch04,CC-2,41
ch04,CC-3,40
ch04,CC-4,44
ch05,EAF-1,47
ch05,EAF-2,53
ch05,EAF-3,51
ch05,EAF-4,54
ch05,RF3-1,34
ch05,RF3-2,32
ch05,CC-1,42
ch05,CC-2,36
ch05,CC-3,40
ch05,CC-4,39
ch06,EAF-1,49
ch06,EAF-2,55
ch06,EAF-3,55
ch06,EAF-4,53
ch06,CC-1,38
ch06,CC-2,35
ch06,CC-3,37
ch06,CC-4,40
ch07,EAF-1,52
ch07,EAF-2,50
ch07,EAF-3,52
ch07,EAF-4,45
ch07,RF2-1,38
ch07,RF2-2,37
ch07,CC-1,35
ch07,CC-2,44
ch07,CC-3,36
ch07,CC-4,43
ch08,EAF-1,49
ch08,EAF-2,47
ch08,EAF-3,48
ch08,EAF-4,53
ch08,RF1-1,39
ch08,RF1-2,38
ch08,RF2-1,34
ch08,RF2-2,32
ch08,CC-1,41
ch08,CC-2,42
ch08,CC-3,37
ch08,CC-4,35
ch09,EAF-1,50
ch09,EAF-2,45
ch09,EAF-3,46
ch09,EAF-4,46
ch09,CC-1,36
ch09,CC-2,41
ch09,CC-3,36
ch09,CC-4,43
ch10,EAF-1,45
ch10,EAF-2,50
ch10,EAF-3,55
ch10,EAF-4,55
ch10,RF2-1,33
ch10,RF2-2,33
ch10,RF3-1,33
ch10,RF3-2,36
ch10,CC-1,36
ch10,CC-2,45
ch10,CC-3,37
ch10,CC-4,39
ch11,EAF-1,46
ch11,EAF-2,53
ch11,EAF-3,50
ch11,EAF-4,51
ch11,RF3-1,33
ch11,RF3-2,31
ch11,CC-1,44
ch11,CC-2,44
ch11,CC-3,40
ch11,CC-4,39
ch12,EAF-1,48
ch12,EAF-2,54
ch12,EAF-3,49
ch12,EAF-4,54
ch12,RF1-1,40
ch12,RF1-2,33
ch12,RF2-1,37
ch12,RF2-2,32
ch12,CC-1,42
ch12,CC-2,44
ch12,CC-3,44
ch12,CC-4,43
ch13,EAF-1,49
ch13,EAF-2,55
ch13,EAF-3,50
ch13,EAF-4,45
ch13,RF2-1,31
ch13,RF2-2,31
ch13,RF3-1,36
ch13,RF3-2,34
ch13,CC-1,42
ch13,CC-2,42
ch13,CC-3,42
ch13,CC-4,40
ch14,EAF-1,54
ch14,EAF-2,52
ch14,EAF-3,48
ch14,EAF-4,48
ch14,RF3-1,30
ch14,RF3-2,30
ch14,CC-1,39
ch14,CC-2,45
ch14,CC-3,40
ch14,CC-4,42
ch15,EAF-1,49
ch15,EAF-2,51
ch15,EAF-3,54
ch15,EAF-4,49
ch15,RF3-1,30
ch15,RF3-2,30
ch15,CC-1,35
ch15,CC-2,45
ch15,CC-3,37
ch15,CC-4,43
ch16,EAF-1,48
ch16,EAF-2,49
ch16,EAF-3,52
ch16,EAF-4,49
ch16,RF2-1,36
ch16,RF2-2,35
ch16,CC-1,42
ch16,CC-2,41
ch16,CC-3,37
ch16,CC-4,37
ch17,EAF-1,54
ch17,EAF-2,51
ch17,EAF-3,52
ch17,EAF-4,52
ch17,RF3-1,40
ch17,RF3-2,34
ch17,CC-1,37
ch17,CC-2,45
ch17,CC-3,38
ch17,CC-4,43
ch18,EAF-1,45
ch18,EAF-2,53
ch18,EAF-3,49
ch18,EAF-4,46
ch18,RF2-1,35
ch18,RF2-2,31
ch18,CC-1,40
ch18,CC-2,35
ch18,CC-3,42
ch18,CC-4,40
ch19,EAF-1,55
ch19,EAF-2,55
ch19,EAF-3,50
ch19,EAF-4,54
ch19,CC-1,41
ch19,CC-2,37
ch19,CC-3,43
ch19,CC-4,42
ch20,EAF-1,48
ch20,EAF-2,50
ch20,EAF-3,52
ch20,EAF-4,55
ch20,CC-1,45
ch20,CC-2,41
ch20,CC-3,40
ch20,CC-4,38
ch21,EAF-1,48
ch21,EAF-2,51
ch21,EAF-3,47
ch21,EAF-4,53
ch21,CC-1,41
ch21,CC-2,37
ch21,CC-3,43
ch21,CC-4,36
ch22,EAF-1,54
ch22,EAF-2,55
ch22,EAF-3,50
ch22,EAF-4,49
ch22,CC-1,45
ch22,CC-2,40
ch22,CC-3,44
ch22,CC-4,36
ch23,EAF-1,45
ch23,EAF-2,52
ch23,EAF-3,48
ch23,EAF-4,48
ch23,RF1-1,33
ch23,RF1-2,40
ch23,CC-1,35
ch23,CC-2,41
ch23,CC-3,39
ch23,CC-4,35
