ch_id,mc_id,pt
ch01,EAF-1,52
ch01,EAF-2,48
ch01,EAF-3,49
ch01,EAF-4,48
ch01,CC-1,37
ch01,CC-2,40
ch01,CC-3,36
ch01,CC-4,36
ch02,EAF-1,48
ch02,EAF-2,52
ch02,EAF-3,47
ch02,EAF-4,45
ch02,RF1-1,40
ch02,RF1-2,39
ch02,RF3-1,34
ch02,RF3-2,37
ch02,CC-1,35
ch02,CC-2,40
ch02,CC-3,43
ch02,CC-4,42
ch03,EAF-1,49
ch03,EAF-2,48
ch03,EAF-3,46
ch03,EAF-4,47
ch03,RF1-1,37
ch03,RF1-2,38
ch03,RF3-1,40
ch03,RF3-2,35
ch03,CC-1,44
ch03,CC-2,45
ch03,CC-3,44
ch03,CC-4,39
ch04,EAF-1,55
ch04,EAF-2,52
ch04,EAF-3,53
ch04,EAF-4,51
ch04,RF2-1,33
ch04,RF2-2,37
ch04,RF3-1,39
ch04,RF3-2,30
ch04,CC-1,39
ch04,CC-2,37
ch04,CC-3,37
ch04,CC-4,35
ch05,EAF-1,54
ch05,EAF-2,54
ch05,EAF-3,54
ch05,EAF-4,48
ch05,CC-1,37
ch05,CC-2,36
ch05,CC-3,40
ch05,CC-4,36
ch06,EAF-1,51
ch06,EAF-2,51
ch06,EAF-3,51
ch06,EAF-4,45
ch06,CC-1,43
ch06,CC-2,43
ch06,CC-3,45
ch06,CC-4,38
ch07,EAF-1,48
ch07,EAF-2,47
ch07,EAF-3,53
ch07,EAF-4,47
ch07,RF3-1,37
ch07,RF3-2,37
ch07,CC-1,37
ch07,CC-2,37
ch07,CC-3,36
ch07,CC-4,45
ch08,EAF-1,53
ch08,EAF-2,54
ch08,EAF-3,49
ch08,EAF-4,54
ch08,CC-1,44
ch08,CC-2,37
ch08,CC-3,42
ch08,CC-4,43
ch09,EAF-1,54
ch09,EAF-2,53
ch09,EAF-3,53
ch09,EAF-4,52
ch09,RF2-1,31
ch09,RF2-2,38
ch09,CC-1,42
ch09,CC-2,39
ch09,CC-3,41
ch09,CC-4,44
ch10,EAF-1,53
ch10,EAF-2,49
ch10,EAF-3,45
ch10,EAF-4,49
ch10,RF1-1,38
ch10,RF1-2,32
ch10,CC-1,39
ch10,CC-2,38
ch10,CC-3,36
ch10,CC-4,36
ch11,EAF-1,52
ch11,EAF-2,51
ch11,EAF-3,50
ch11,EAF-4,52
ch11,RF2-1,34
ch11,RF2-2,32
ch11,CC-1,36
ch11,CC-2,39
ch11,CC-3,45
ch11,CC-4,40
ch12,EAF-1,48
ch12,EAF-2,48
ch12,EAF-3,48
ch12,EAF-4,49
ch12,RF3-1,32
ch12,RF3-2,32
ch12,CC-1,40
ch12,CC-2,44
ch12,CC-3,36
ch12,CC-4,42
ch13,EAF-1,45
ch13,EAF-2,52
ch13,EAF-3,50
ch13,EAF-4,54
ch13,CC-1,45
ch13,CC-2,44
ch13,CC-3,39
ch13,CC-4,39
ch14,EAF-1,54
ch14,EAF-2,51
ch14,EAF-3,54
ch14,EAF-4,47
ch14,CC-1,40
ch14,CC-2,35
ch14,CC-3,40
ch14,CC-4,40
ch15,EAF-1,45
ch15,EAF-2,46
ch15,EAF-3,51
ch15,EAF-4,55
ch15,RF1-1,30
ch15,RF1-2,33
ch15,RF3-1,34
ch15,RF3-2,30
ch15,CC-1,35
ch15,CC-2,41
ch15,CC-3,44
ch15,CC-4,36
ch16,EAF-1,50
ch16,EAF-2,48
ch16,EAF-3,46
ch16,EAF-4,50
ch16,RF1-1,36
ch16,RF1-2,30
ch16,RF2-1,32
ch16,RF2-2,30
ch16,CC-1,38
ch16,CC-2,37
ch16,CC-3,41
ch16,CC-4,38
ch17,EAF-1,52
ch17,EAF-2,54
ch17,EAF-3,52
ch17,EAF-4,48
ch17,RF2-1,37
ch17,RF2-2,31
ch17,RF3-1,34
ch17,RF3-2,30
ch17,CC-1,43
ch17,CC-2,36
ch17,CC-3,44
ch17,CC-4,36
