ch_id,mc_id,pt
ch01,EAF-1,48
ch01,EAF-2,53
ch01,EAF-3,51
ch01,EAF-4,54
ch01,CC-1,38
ch01,CC-2,35
ch01,CC-3,42
ch01,CC-4,38
ch02,EAF-1,46
ch02,EAF-2,51
ch02,EAF-3,46
ch02,EAF-4,48
ch02,CC-1,44
ch02,CC-2,40
ch02,CC-3,45
ch02,CC-4,41
ch03,EAF-1,49
ch03,EAF-2,47
ch03,EAF-3,46
ch03,EAF-4,45
ch03,RF3-1,34
ch03,RF3-2,30
ch03,CC-1,35
ch03,CC-2,38
ch03,CC-3,37
ch03,CC-4,41
ch04,EAF-1,55
ch04,EAF-2,54
ch04,EAF-3,52
ch04,EAF-4,45
ch04,CC-1,37
ch04,CC-2,38
ch04,CC-3,39
ch04,CC-4,37
ch05,EAF-1,55
ch05,EAF-2,55
ch05,EAF-3,51
ch05,EAF-4,45
ch05,RF1-1,32
ch05,RF1-2,32
ch05,CC-1,41
ch05,CC-2,45
ch05,CC-3,41
ch05,CC-4,43
ch06,EAF-1,53
ch06,EAF-2,55
ch06,EAF-3,51
ch06,EAF-4,54
ch06,RF1-1,38
ch06,RF1-2,39
ch06,CC-1,44
ch06,CC-2,41
ch06,CC-3,45
ch06,CC-4,43
ch07,EAF-1,54
ch07,EAF-2,45
ch07,EAF-3,46
ch07,EAF-4,53
ch07,RF1-1,35
ch07,RF1-2,37
ch07,RF2-1,34
ch07,RF2-2,30
ch07,CC-1,38
ch07,CC-2,35
ch07,CC-3,38
ch07,CC-4,44
ch08,EAF-1,54
ch08,EAF-2,45
ch08,EAF-3,55
ch08,EAF-4,46
ch08,RF1-1,39
ch08,RF1-2,35
ch08,RF2-1,32
ch08,RF2-2,34
ch08,CC-1,37
ch08,CC-2,38
ch08,CC-3,39
ch08,CC-4,40
ch09,EAF-1,52
ch09,EAF-2,46
ch09,EAF-3,52
ch09,EAF-4,53
ch09,RF3-1,36
ch09,RF3-2,33
ch09,CC-1,35
ch09,CC-2,43
ch09,CC-3,35
ch09,CC-4,44
ch10,EAF-1,45
ch10,EAF-2,54
ch10,EAF-3,50
ch10,EAF-4,50
ch10,CC-1,44
ch10,CC-2,41
ch10,CC-3,37
ch10,CC-4,39
ch11,EAF-1,54
ch11,EAF-2,51
ch11,EAF-3,45
ch11,EAF-4,51
ch11,RF3-1,32
ch11,RF3-2,36
ch11,CC-1,38
ch11,CC-2,45
ch11,CC-3,38
ch11,CC-4,38
ch12,EAF-1,53
ch12,EAF-2,53
ch12,EAF-3,45
ch12,EAF-4,45
ch12,RF1-1,39
ch12,RF1-2,33
ch12,RF3-1,31
ch12,RF3-2,31
ch12,CC-1,37
ch12,CC-2,42
ch12,CC-3,37
ch12,CC-4,36
ch13,EAF-1,55
ch13,EAF-2,47
ch13,EAF-3,46
ch13,EAF-4,52
ch13,RF2-1,32
ch13,RF2-2,38
ch13,CC-1,35
ch13,CC-2,39
ch13,CC-3,39
ch13,CC-4,40
ch14,EAF-1,46
ch14,EAF-2,54
ch14,EAF-3,54
ch14,EAF-4,47
ch14,RF1-1,35
ch14,RF1-2,36
ch14,RF2-1,37
ch14,RF2-2,34
ch14,CC-1,43
ch14,CC-2,44
ch14,CC-3,36
ch14,CC-4,35
ch15,EAF-1,46
ch15,EAF-2,55
ch15,EAF-3,48
ch15,EAF-4,48
ch15,CC-1,43
ch15,CC-2,37
ch15,CC-3,41
ch15,CC-4,45
ch16,EAF-1,46
ch16,EAF-2,53
ch16,EAF-3,54
ch16,EAF-4,48
ch16,CC-1,39
ch16,CC-2,42
ch16,CC-3,41
ch16,CC-4,35
ch17,EAF-1,55
ch17,EAF-2,47
ch17,EAF-3,54
ch17,EAF-4,52
ch17,RF1-1,35
ch17,RF1-2,38
ch17,RF2-1,34
ch17,RF2-2,38
ch17,CC-1,39
ch17,CC-2,36
ch17,CC-3,38
ch17,CC-4,41
ch18,EAF-1,54
ch18,EAF-2,47
ch18,EAF-3,47
ch18,EAF-4,48
ch18,CC-1,43
ch18,CC-2,45
ch18,CC-3,35
ch18,CC-4,38
ch19,EAF-1,53
ch19,EAF-2,53
ch19,EAF-3,55
ch19,EAF-4,54
ch19,RF2-1,38
ch19,RF2-2,32
ch19,CC-1,45
ch19,CC-2,35
ch19,CC-3,43
ch19,CC-4,37
ch20,EAF-1,54
ch20,EAF-2,52
ch20,EAF-3,46
ch20,EAF-4,52
ch20,RF1-1,32
ch20,RF1-2,36
ch20,RF3-1,31
ch20,RF3-2,30
ch20,CC-1,37
ch20,CC-2,37
ch20,CC-3,35
ch20,CC-4,36
ch21,EAF-1,45
ch21,EAF-2,46
ch21,EAF-3,49
ch21,EAF-4,48
ch21,CC-1,44
ch21,CC-2,39
ch21,CC-3,37
ch21,CC-4,40
ch22,EAF-1,45
ch22,EAF-2,53
ch22,EAF-3,53
ch22,EAF-4,50
ch22,RF1-1,33
ch22,RF1-2,37
ch22,RF3-1,39
ch22,RF3-2,35
ch22,CC-1,45
ch22,CC-2,44
ch22,CC-3,36
ch22,CC-4,42
