ch_id,mc_id,pt
ch01,EAF-1,54
ch01,EAF-2,48
ch01,EAF-3,53
ch01,EAF-4,55
ch01,RF1-1,40
ch01,RF1-2,32
ch01,RF2-1,30
ch01,RF2-2,35
ch01,CC-1,38
ch01,CC-2,37
ch01,CC-3,37
ch01,CC-4,43
ch02,EAF-1,48
ch02,EAF-2,48
ch02,EAF-3,53
ch02,EAF-4,49
ch02,RF1-1,32
ch02,RF1-2,39
ch02,CC-1,38
ch02,CC-2,45
ch02,CC-3,43
ch02,CC-4,37
ch03,EAF-1,50
ch03,EAF-2,45
ch03,EAF-3,47
ch03,EAF-4,51
ch03,CC-1,37
ch03,CC-2,43
ch03,CC-3,42
ch03,CC-4,43
ch04,EAF-1,47
ch04,EAF-2,54
ch04,EAF-3,45
ch04,EAF-4,54
ch04,CC-1,39
ch04,CC-2,40
ch04,CC-3,45
ch04,CC-4,39
ch05,EAF-1,54
ch05,EAF-2,49
ch05,EAF-3,52
ch05,EAF-4,46
ch05,RF3-1,38
ch05,RF3-2,32
ch05,CC-1,36
ch05,CC-2,39
ch05,CC-3,37
ch05,CC-4,43
ch06,EAF-1,48
ch06,EAF-2,49
ch06,EAF-3,46
ch06,EAF-4,46
ch06,RF2-1,31
ch06,RF2-2,36
ch06,CC-1,44
ch06,CC-2,35
ch06,CC-3,40
ch06,CC-4,40
ch07,EAF-1,49
ch07,EAF-2,51
ch07,EAF-3,48
ch07,EAF-4,45
ch07,RF3-1,39
ch07,RF3-2,40
ch07,CC-1,38
ch07,CC-2,38
ch07,CC-3,42
ch07,CC-4,40
ch08,EAF-1,53
ch08,EAF-2,49
ch08,EAF-3,51
ch08,EAF-4,49
ch08,CC-1,45
ch08,CC-2,35
ch08,CC-3,36
ch08,CC-4,36
ch09,EAF-1,50
ch09,EAF-2,46
ch09,EAF-3,47
ch09,EAF-4,51
ch09,RF1-1,31
ch09,RF1-2,34
ch09,RF3-1,38
ch09,RF3-2,33
ch09,CC-1,37
ch09,CC-2,44
ch09,CC-3,40
ch09,CC-4,42
ch10,EAF-1,55
ch10,EAF-2,50
ch10,EAF-3,49
ch10,EAF-4,48
ch10,CC-1,42
ch10,CC-2,38
ch10,CC-3,39
ch10,CC-4,44
ch11,EAF-1,48
ch11,EAF-2,51
ch11,EAF-3,46
ch11,EAF-4,51
ch11,CC-1,41
ch11,CC-2,42
ch11,CC-3,40
ch11,CC-4,39
ch12,EAF-1,46
ch12,EAF-2,46
ch12,EAF-3,50
ch12,EAF-4,55
ch12,RF1-1,38
ch12,RF1-2,30
ch12,RF2-1,39
ch12,RF2-2,37
ch12,CC-1,41
ch12,CC-2,37
ch12,CC-3,45
ch12,CC-4,44
ch13,EAF-1,55
ch13,EAF-2,46
ch13,EAF-3,47
ch13,EAF-4,51
ch13,RF1-1,37
ch13,RF1-2,31
ch13,CC-1,41
ch13,CC-2,37
ch13,CC-3,42
ch13,CC-4,39
ch14,EAF-1,51
ch14,EAF-2,50
ch14,EAF-3,48
ch14,EAF-4,47
ch14,CC-1,39
ch14,CC-2,38
ch14,CC-3,37
ch14,CC-4,38
ch15,EAF-1,45
ch15,EAF-2,54
ch15,EAF-3,55
ch15,EAF-4,51
ch15,RF3-1,33
ch15,RF3-2,32
ch15,CC-1,38
ch15,CC-2,40
ch15,CC-3,43
ch15,CC-4,38
ch16,EAF-1,54
ch16,EAF-2,52
ch16,EAF-3,45
ch16,EAF-4,55
ch16,RF3-1,34
ch16,RF3-2,34
ch16,CC-1,45
ch16,CC-2,41
ch16,CC-3,43
ch16,CC-4,35
ch17,EAF-1,47
ch17,EAF-2,48
ch17,EAF-3,55
ch17,EAF-4,48
ch17,CC-1,42
ch17,CC-2,38
ch17,CC-3,36
ch17,CC-4,38
ch18,EAF-1,48
ch18,EAF-2,54
ch18,EAF-3,55
ch18,EAF-4,52
ch18,CC-1,41
ch18,CC-2,42
ch18,CC-3,39
ch18,CC-4,40
ch19,EAF-1,54
ch19,EAF-2,47
ch19,EAF-3,46
ch19,EAF-4,49
ch19,RF1-1,37
ch19,RF1-2,30
ch19,RF2-1,40
ch19,RF2-2,37
ch19,RF3-1,40
ch19,RF3-2,37
ch19,CC-1,45
ch19,CC-2,41
ch19,CC-3,41
ch19,CC-4,38
ch20,EAF-1,47
ch20,EAF-2,53
ch20,EAF-3,52
ch20,EAF-4,49
ch20,RF1-1,32
ch20,RF1-2,34
ch20,RF3-1,33
ch20,RF3-2,31
ch20,CC-1,37
ch20,CC-2,40
ch20,CC-3,39
ch20,CC-4,37
