ch_id,mc_id,pt
ch01,EAF-1,52
ch01,EAF-2,46
ch01,EAF-3,48
ch01,EAF-4,54
ch01,CC-1,42
ch01,CC-2,39
ch01,CC-3,39
ch01,CC-4,39
ch02,EAF-1,55
ch02,EAF-2,55
ch02,EAF-3,55
ch02,EAF-4,46
ch02,CC-1,41
ch02,CC-2,38
ch02,CC-3,38
ch02,CC-4,45
ch03,EAF-1,51
ch03,EAF-2,54
ch03,EAF-3,49
ch03,EAF-4,54
ch03,RF2-1,39
ch03,RF2-2,33
ch03,RF3-1,36
ch03,RF3-2,37
ch03,CC-1,36
ch03,CC-2,42
ch03,CC-3,44
ch03,CC-4,38
ch04,EAF-1,55
ch04,EAF-2,52
ch04,EAF-3,53
ch04,EAF-4,51
ch04,CC-1,37
ch04,CC-2,38
ch04,CC-3,44
ch04,CC-4,39
ch05,EAF-1,51
ch05,EAF-2,48
ch05,EAF-3,46
ch05,EAF-4,54
ch05,RF2-1,30
ch05,RF2-2,34
ch05,RF3-1,37
ch05,RF3-2,38
ch05,CC-1,45
ch05,CC-2,45
ch05,CC-3,42
ch05,CC-4,37
ch06,EAF-1,46
ch06,EAF-2,47
ch06,EAF-3,53
ch06,EAF-4,54
ch06,RF1-1,37
ch06,RF1-2,32
ch06,RF2-1,31
ch06,RF2-2,32
ch06,RF3-1,32
ch06,RF3-2,31
ch06,CC-1,45
ch06,CC-2,36
ch06,CC-3,41
ch06,CC-4,40
ch07,EAF-1,54
ch07,EAF-2,45
ch07,EAF-3,45
ch07,EAF-4,45
ch07,RF2-1,38
ch07,RF2-2,36
ch07,RF3-1,34
ch07,RF3-2,38
ch07,CC-1,45
ch07,CC-2,42
ch07,CC-3,42
ch07,CC-4,39
ch08,EAF-1,46
ch08,EAF-2,54
ch08,EAF-3,45
ch08,EAF-4,54
ch08,RF1-1,40
ch08,RF1-2,32
ch08,RF3-1,31
ch08,RF3-2,34
ch08,CC-1,45
ch08,CC-2,38
ch08,CC-3,35
ch08,CC-4,42
ch09,EAF-1,50
ch09,EAF-2,48
ch09,EAF-3,49
ch09,EAF-4,46
ch09,RF3-1,32
ch09,RF3-2,34
ch09,CC-1,35
ch09,CC-2,35
ch09,CC-3,45
ch09,CC-4,36
ch10,EAF-1,49
ch10,EAF-2,55
ch10,EAF-3,54
ch10,EAF-4,47
ch10,CC-1,44
ch10,CC-2,45
ch10,CC-3,36
ch10,CC-4,39
ch11,EAF-1,46
ch11,EAF-2,53
ch11,EAF-3,50
ch11,EAF-4,48
ch11,CC-1,36
ch11,CC-2,41
ch11,CC-3,44
ch11,CC-4,41
ch12,EAF-1,50
ch12,EAF-2,47
ch12,EAF-3,50
ch12,EAF-4,54
ch12,RF3-1,33
ch12,RF3-2,33
ch12,CC-1,41
ch12,CC-2,41
ch12,CC-3,35
ch12,CC-4,39
ch13,EAF-1,48
ch13,EAF-2,45
ch13,EAF-3,45
ch13,EAF-4,51
ch13,RF2-1,34
ch13,RF2-2,34
ch13,CC-1,35
ch13,CC-2,41
ch13,CC-3,45
ch13,CC-4,40
ch14,EAF-1,45
ch14,EAF-2,50
ch14,EAF-3,55
ch14,EAF-4,54
ch14,RF3-1,37
ch14,RF3-2,36
ch14,CC-1,40
ch14,CC-2,44
ch14,CC-3,43
ch14,CC-4,36
ch15,EAF-1,52
ch15,EAF-2,54
ch15,EAF-3,50
ch15,EAF-4,53
ch15,RF1-1,40
ch15,RF1-2,31
ch15,RF2-1,39
ch15,RF2-2,31
ch15,RF3-1,33
ch15,RF3-2,36
ch15,CC-1,43
ch15,CC-2,40
ch15,CC-3,41
ch15,CC-4,36
ch16,EAF-1,50
ch16,EAF-2,55
ch16,EAF-3,54
ch16,EAF-4,45
ch16,RF1-1,35
ch16,RF1-2,32
ch16,CC-1,38
ch16,CC-2,40
ch16,CC-3,37
ch16,CC-4,40
ch17,EAF-1,45
ch17,EAF-2,54
ch17,EAF-3,54
ch17,EAF-4,51
ch17,CC-1,41
ch17,CC-2,38
ch17,CC-3,41
ch17,CC-4,37
